,id,img,label
30,1087,./annot_2000_no_politics/EqOqshhXMAMdIup.jpg,0
31,2264,./annot_3000_hate/EgYKLYJWsAE1cwt.jpg,1
32,54,./annot_3000_hate/Ee87IRhXkAgMTvT.jpg,0
33,687,./annot_3000_hate/EffX0jJUMAAceMk.jpg,0
34,1284,./annot_2000_no_politics/EqOsUxmU8AEVq3W.jpg,0
35,823,./annot_2000_no_politics/EoteNM0U8AE36mj.jpg,0
36,1998,./annot_3000_hate/EtOjQMcXcAMGr9V.jpg,0
37,758,./annot_2000_no_politics/Ef34-qHU4AA4Xbd.jpg,0
38,2056,./annot_3000_hate/EUloqFPVAAAlrDm.jpg,0
39,1456,./annot_2000_no_politics/Egc-khKWoBUpZR5.jpg,1
40,1227,./annot_2000_no_politics/EgnwJh4UwAAgOL9.jpg,1
41,1675,./annot_2000_no_politics/EyK9TTSU8AQkqd5.jpg,0
42,2163,./annot_3000_hate/EUvU8l4U0AAyV5f.jpg,0
43,2246,./annot_3000_hate/EP9PpmDX0AEhtWn.jpg,0
44,1834,./annot_2000_no_politics/EugE9YuXIAQugR7.jpg,0
45,610,./annot_3000_hate/EU2GVXxWoAACG0w.jpg,0
46,2941,./annot_3000_hate/EU196EZWAAE-aYl.jpg,0
47,1811,./annot_3000_hate/EemJ-GBWsAIC9ue.jpg,0
48,836,./annot_2000_no_politics/ERZXuv8VUAENJId.jpg,1
49,1329,./annot_3000_hate/EVQKBTsUEAEcmUP.jpg,1
50,2031,./annot_3000_hate/EeelkyVU8AIYl-4.jpg,0
51,1563,./annot_3000_hate/EfOwk6jWkAEotL2.jpg,1
52,1512,./annot_2000_no_politics/EWa0nwvWAAEFSyn.jpg,1
53,526,./annot_3000_hate/EyR_V0LUYAACgZK.png,0
54,1824,./annot_3000_hate/EWdoGqmUcAEE4x9.jpg,0
55,2992,./annot_3000_hate/EV6nyglWkAEjAKy.jpg,0
56,1494,./annot_3000_hate/EoKwS7UXUAA4Tsr.jpg,0
57,79,./annot_2000_no_politics/Efs3EppWsAAbb5z.jpg,0
58,516,./annot_2000_no_politics/EtKs6GKVgAI8Cvh.jpg,0
59,1967,./annot_3000_hate/Eyo3WvFWgAMLbLn.jpg,0
60,1850,./annot_2000_no_politics/EoiWTHMVgAAGafu.jpg,0
61,2340,./annot_3000_hate/EUm5NlNU4AAyCr7.jpg,1
62,330,./annot_2000_no_politics/Et67k6bVEAADQnY.jpg,0
63,2700,./annot_3000_hate/EpSu51NVQAA-osx.jpg,0
64,1073,./annot_2000_no_politics/EUf86f1X0AEzVLc.png,0
65,1590,./annot_2000_no_politics/EfD9d45WsAAI9Aq.jpg,0
66,692,./annot_3000_hate/EWyOnWyWsAQzdQD.jpg,0
67,741,./annot_2000_no_politics/EVrtrf9WsAI7ZZ4.jpg,0
68,2655,./annot_3000_hate/EeqpYVcXgAIQchn.png,1
69,732,./annot_2000_no_politics/EQakwcXVAAAPSHg.jpg,0
70,428,./annot_3000_hate/EVINAipUwAA4xnD.jpg,0
71,1536,./annot_2000_no_politics/EpAGkowXYAArHr7.jpg,0
72,1714,./annot_2000_no_politics/EzxTxiJWQAIGbHp.jpg,0
73,1039,./annot_3000_hate/EPpg_EhWkAETjAs.jpg,1
74,1618,./annot_2000_no_politics/ERaNVTCUUAA78Lh.jpg,0
75,659,./annot_3000_hate/EzDlz1_XAAAJA4r.jpg,0
76,1723,./annot_2000_no_politics/EelOniIWsAIMKse.jpg,0
77,1918,./annot_2000_no_politics/EyOjjqWWEAMuy-A.jpg,0
78,429,./annot_3000_hate/EV5k76SUcAABBPn.jpg,0
79,98,./annot_2000_no_politics/EeWy7eKXgAIJyKM.jpg,0
80,1652,./annot_2000_no_politics/EteH6f6WgAAcPVc.jpg,0
81,1033,./annot_2000_no_politics/Eth5xQHXIAEq3FB.jpg,0
82,1620,./annot_3000_hate/EPxFSURUcAI9sxp.jpg,0
83,2614,./annot_3000_hate/EWT0csaXYAEUm7S.jpg,1
84,351,./annot_2000_no_politics/ERxbcq4XUAAlcbk.jpg,0
85,1923,./annot_2000_no_politics/Eesh4YRXYAA2YJC.png,0
86,321,./annot_3000_hate/EfHYDbrWoAA5_ym.jpg,0
87,937,./annot_3000_hate/EeXpnEIX0AYSKrP.jpg,0
88,992,./annot_3000_hate/EewFnSCX0AA6-W0.jpg,0
89,1711,./annot_3000_hate/EV3c8NLXsAEVd5y.jpg,1
90,1638,./annot_3000_hate/EVNGyfzUMAIPn89.jpg,0
91,1079,./annot_3000_hate/EnCvhiVW4AMKTnE.jpg,1
92,769,./annot_3000_hate/EpFMNYiUwAUBfhD.jpg,1
93,1668,./annot_3000_hate/EV4zEIrXQAAE_Z3.jpg,1
94,264,./annot_3000_hate/EVPEldOUUAArtqR.jpg,0
95,1894,./annot_3000_hate/EUhDAKDXYAIzCB8.jpg,0
96,1602,./annot_2000_no_politics/EgdIsKTUYAE47dP.jpg,1
97,1499,./annot_3000_hate/EyBrnf-UUAInC4D.jpg,1
98,2087,./annot_3000_hate/Et23KqZWYAA-kiO.jpg,0
99,1039,./annot_2000_no_politics/EUt652pUYAEkpdI.jpg,1
100,1398,./annot_3000_hate/Ep-cr6JWMAAW1J7.jpg,1
101,192,./annot_2000_no_politics/EfwmZxuUYAI1zxA.jpg,0
102,1182,./annot_2000_no_politics/Eo5p4khXMAEVnd2.jpg,0
103,319,./annot_3000_hate/EgT6B7BU8AAEgSn.jpg,0
104,600,./annot_2000_no_politics/Ep1doRxW4AIZg0g.jpg,0
105,436,./annot_3000_hate/EU8cXPRXkAQaDSB.jpg,0
106,2113,./annot_3000_hate/Ego6n0UXcAAuS5g.jpg,1
107,109,./annot_3000_hate/Eev6HyIXoAI3XAy.jpg,0
108,1557,./annot_3000_hate/EgkiQ0IU0AAvYc9.jpg,0
109,523,./annot_3000_hate/EQelkaoUEAEwRjo.jpg,1
110,1399,./annot_2000_no_politics/Ef_skTtWkAEpsfp.jpg,0
111,1009,./annot_3000_hate/ERGrjH7UwAAl8e2.jpg,0
112,2681,./annot_3000_hate/EUsWT3hWAAIaUBR.jpg,0
113,1693,./annot_2000_no_politics/Eorm3z7XUAU78jn.jpg,0
114,2186,./annot_3000_hate/EWY9RtVU8AA3axB.jpg,0
115,738,./annot_3000_hate/EQTIpijWsAQJRzC.jpg,0
116,1689,./annot_2000_no_politics/Ezy9AYOWYAEQmN5.jpg,0
117,60,./annot_2000_no_politics/EVwm-fQX0AArNNP.jpg,0
118,2951,./annot_3000_hate/EVtODGVX0AAACbH.jpg,0
119,2528,./annot_3000_hate/EpI59HyW8AA-EID.jpg,0
120,107,./annot_3000_hate/EuOby7mVIAARbtq.jpg,0
121,1483,./annot_3000_hate/Efv-fDtVAAEW6f3.jpg,0
122,1835,./annot_2000_no_politics/EPyzju2XkAAo78s.jpg,0
123,307,./annot_3000_hate/EVmr47IUwAArnjP.jpg,0
124,1450,./annot_3000_hate/EWdmlMxVAAAI_6w.jpg,0
125,1199,./annot_2000_no_politics/EqgJsIeXIAIZPwI.jpg,0
126,2448,./annot_3000_hate/EgcJL7_VoAEEzQm.jpg,0
127,665,./annot_2000_no_politics/EohDcrMVoAUO31I.jpg,1
128,534,./annot_3000_hate/EejzpDXXgAYPSmQ.jpg,0
129,619,./annot_3000_hate/EVwJANOXsAAuAT4.png,0
130,1190,./annot_2000_no_politics/EgSprj6WkAYGMgt.jpg,1
131,5,./annot_2000_no_politics/EQUy8cqWkAANr67.jpg,0
132,2565,./annot_3000_hate/EgFQgIxWAAILZvs.jpg,0
133,700,./annot_2000_no_politics/EzmlYNZXIAU0MiT.jpg,1
134,288,./annot_3000_hate/EVaFFzuWkAI3NGX.jpg,0
135,204,./annot_3000_hate/EewONLJXkAEw2z5.jpg,1
136,625,./annot_3000_hate/Eoyh9XFUYAISgVx.jpg,1
137,1393,./annot_3000_hate/EteAUunVgAMKk4u.jpg,0
138,711,./annot_2000_no_politics/EU6OcGjXgAAMoCE.jpg,0
139,1902,./annot_2000_no_politics/EuA-AWlWgAYNc8T.jpg,0
140,635,./annot_2000_no_politics/EpzSOGQW4AE6G1e.png,0
141,703,./annot_2000_no_politics/Eu9WxduXYAM9wiX.jpg,0
142,1352,./annot_3000_hate/Eevy4B9WkAImPAe.png,1
143,1259,./annot_3000_hate/EuW4FgnUYAcTFyq.jpg,1
144,658,./annot_2000_no_politics/EQqXTflXkAACjpC.jpg,0
145,2918,./annot_3000_hate/EQDHb39U4AAQsgo.jpg,0
146,35,./annot_3000_hate/EoLFw-MUwAAJplB.jpg,0
147,1096,./annot_3000_hate/EUw7U--UcAEEzsh.jpg,1
148,2019,./annot_3000_hate/ERAoFjQUwAA23bQ.jpg,0
149,713,./annot_3000_hate/EyIwasjWgAg-dtW.jpg,0
150,683,./annot_2000_no_politics/EyrcaheU4Acrw3v.jpg,0
151,1852,./annot_2000_no_politics/EeVBQOWUwAA6sJR.jpg,1
152,934,./annot_2000_no_politics/Eyqv3EwXEAInfyw.jpg,0
153,2935,./annot_3000_hate/EWVDYcqUcAABwrD.jpg,1
154,1282,./annot_3000_hate/EovP8ByW8AM2YyT.jpg,1
155,415,./annot_2000_no_politics/ERm39OiX0AAMQVq.jpg,0
156,2648,./annot_3000_hate/EVSHJ5aXsAAZVxQ.jpg,0
157,870,./annot_3000_hate/EVf5cyWU4AAydo9.jpg,0
158,1666,./annot_2000_no_politics/EpJn7o8WMAIQz_l.jpg,0
159,2372,./annot_3000_hate/EVTCoDcWsAA07au.jpg,1
160,932,./annot_3000_hate/EgN2DPAXoAAf5kr.jpg,0
161,2486,./annot_3000_hate/Eu46HZuVcAIjVlD.jpg,1
162,42,./annot_2000_no_politics/EVVO290WsAEk8ia.jpg,0
163,132,./annot_2000_no_politics/EpjKRj7XEAAuxGF.jpg,0
164,1846,./annot_3000_hate/EVTD66AUEAE4l8i.jpg,1
165,1600,./annot_3000_hate/Efw44qKXkAAsfcg.jpg,0
166,1277,./annot_3000_hate/EV8nSN6XkAAHEPd.jpg,0
167,1475,./annot_3000_hate/EfgMCZtU4AASFZ3.jpg,1
168,2535,./annot_3000_hate/EWa0NXQWkAUhWtL.jpg,0
169,330,./annot_3000_hate/EqDqVreVoAMfHqN.jpg,0
170,1224,./annot_2000_no_politics/ERy48LrXkAUKKtt.jpg,0
171,207,./annot_3000_hate/EfwLBQbUMAAfwE1.jpg,0
172,1104,./annot_3000_hate/EWP8wppXgAAXvfr.jpg,0
173,152,./annot_3000_hate/Ef36RemVoAAP6hI.jpg,0
174,674,./annot_2000_no_politics/EtbtC4BXMAQvGQP.jpg,0
175,110,./annot_3000_hate/EyTNBKIXAAQLnVW.jpg,0
176,1189,./annot_3000_hate/Ex-40T7VEAAX_FZ.jpg,0
177,606,./annot_3000_hate/Eo5rBgGXEAk18OS.jpg,1
178,508,./annot_3000_hate/EQ5h_vnU0AEZpyF.jpg,1
179,171,./annot_3000_hate/EuIwHB4XcAI1tYU.jpg,0
180,2238,./annot_3000_hate/EpUJGqoXYAAcLyH.jpg,0
181,490,./annot_3000_hate/EP2uaUTWkAAwROa.jpg,0
182,734,./annot_3000_hate/E0Gp7svUcAIATPt.jpg,0
183,614,./annot_3000_hate/EVHwCGuXkAAA4L1.jpg,0
184,190,./annot_2000_no_politics/EVq67agVAAAxo-Y.jpg,1
185,831,./annot_3000_hate/EQdYYemWAAACsOQ.jpg,0
186,705,./annot_2000_no_politics/EV_uz1mXYAE7v4Q.jpg,0
187,2993,./annot_3000_hate/EUyDn0FWoAIOjfi.jpg,1
188,1945,./annot_2000_no_politics/EQrTaeZXUAEEbbH.jpg,1
189,1250,./annot_2000_no_politics/EQirmJEXUAIg2H8.jpg,0
190,454,./annot_2000_no_politics/EQPZFUiWsAAJriy.jpg,0
191,445,./annot_2000_no_politics/EfvylrrUwAEJfur.jpg,0
192,324,./annot_3000_hate/EfL0rtoUMAA4EYN.jpg,0
193,1951,./annot_3000_hate/EelzLujU8AEHtpR.jpg,0
194,2967,./annot_3000_hate/Ey0vrsZXEAA2VHL.jpg,0
195,557,./annot_3000_hate/EolMkH1XIAY11c4.jpg,0
196,67,./annot_3000_hate/EVQi0R_XsAcm3jY.jpg,0
197,1424,./annot_3000_hate/EWais79X0AA_R7h.jpg,1
198,511,./annot_2000_no_politics/Etihw75U0AAsmQ3.jpg,0
199,2147,./annot_3000_hate/EV7jXZCX0AEphi-.jpg,0
200,2513,./annot_3000_hate/EftHdyoWsAAxl6W.jpg,0
201,1195,./annot_3000_hate/EunCEtDXYAAmnCc.jpg,0
202,1498,./annot_3000_hate/EgMSJU1XgAAhv0g.jpg,1
203,573,./annot_2000_no_politics/EehIbLuUMAAGEp4.jpg,0
204,489,./annot_3000_hate/EPwHtOnWAAAHetM.jpg,0
205,1149,./annot_2000_no_politics/EouWIcgVgAE2ycW.jpg,0
206,2455,./annot_3000_hate/Ey2YeMdWgAI2oU-.jpg,0
207,2009,./annot_3000_hate/EUrwKh5UMAAa6oj.jpg,0
208,1157,./annot_3000_hate/EfLkFbnXkAImny3.jpg,1
209,855,./annot_2000_no_politics/EzzyFuHXMAESCui.jpg,1
210,2270,./annot_3000_hate/EfQEJLJUEAA3Sgs.jpg,0
211,213,./annot_2000_no_politics/Ex5Pib1XEAID__t.jpg,0
212,2255,./annot_3000_hate/EfHDwczXYAEB_VS.jpg,1
213,991,./annot_2000_no_politics/EtgR_ByXMAAN6gv.jpg,0
214,1611,./annot_2000_no_politics/EU17DzrUwAAq0qG.jpg,1
215,1917,./annot_2000_no_politics/Efd_RKoVAAARuSF.jpg,0
216,1310,./annot_2000_no_politics/EQ7L7yrW4AEUX4G.jpg,1
217,2526,./annot_3000_hate/EgUBiUuXgAId6lp.jpg,1
218,2158,./annot_3000_hate/EWoQE_PU4AAwuZx.jpg,1
219,686,./annot_3000_hate/EU7g95LXgAAXcpa.jpg,1
220,2832,./annot_3000_hate/EPrKydUX0AcNGj7.jpg,0
221,1559,./annot_2000_no_politics/Et4_ZeFXYAE5Uo1.jpg,0
222,608,./annot_3000_hate/EWb_nVZWAAMGxst.png,0
223,567,./annot_3000_hate/EfRIxAAWkAAqKz1.png,1
224,1411,./annot_2000_no_politics/EVbBqC3U8AA-ATm.jpg,1
225,1824,./annot_2000_no_politics/EV8gtijWAAAcNK5.jpg,0
226,2536,./annot_3000_hate/ERfy-GvUwAEGkP6.jpg,0
227,1584,./annot_3000_hate/EVFk4_4UcAMj56J.jpg,0
228,1773,./annot_3000_hate/EUnuPR5VAAA0YyN.jpg,0
229,175,./annot_2000_no_politics/EVZmLA-UMAEsZ-4.jpg,0
230,996,./annot_3000_hate/Ez6-K8aUcAQjqTT.jpg,0
231,2234,./annot_3000_hate/EvQDc4SXMAEY8Wr.jpg,0
232,2108,./annot_3000_hate/Eyz2lfbWYAQD1S5.jpg,1
233,2656,./annot_3000_hate/EfI7c1ZU0AAOV4s.jpg,0
234,1644,./annot_2000_no_politics/EfmdP0fXYAEQeSy.jpg,0
235,390,./annot_3000_hate/EpQW_z0W4AY3mrC.jpg,1
236,1454,./annot_3000_hate/EQleH3xXYAE-ITa.jpg,0
237,156,./annot_2000_no_politics/EzxeS7eXEAIiOMI.jpg,0
238,952,./annot_3000_hate/EzWrDDhVIAkemuO.jpg,0
239,407,./annot_3000_hate/EQQLqABWsAE9o6r.jpg,1
240,1903,./annot_3000_hate/EUfWxxGU4AE21Rx.png,1
241,709,./annot_3000_hate/EQYLx53WAAA6Aho.jpg,0
242,314,./annot_3000_hate/EWYEydZXgAExMS0.jpg,0
243,773,./annot_2000_no_politics/EP9PgmwU4AAMEkd.jpg,1
244,1631,./annot_3000_hate/EgduC6rXgAAfRRK.jpg,0
245,582,./annot_3000_hate/EvQgBAwVEAEKFBy.jpg,1
246,1487,./annot_3000_hate/EewmY9tUYAEdKcO.jpg,1
247,588,./annot_2000_no_politics/Ez7hSnmWUAYaSJQ.png,0
248,879,./annot_3000_hate/EVU12ZbUcAAigUN.jpg,0
249,2375,./annot_3000_hate/Eyx-2k-VoAMDtTU.jpg,1
250,1134,./annot_3000_hate/EfT3VcoWAAMWgHz.jpg,0
251,1485,./annot_2000_no_politics/Ex_PoAjVIAEGtbG.jpg,0
252,2235,./annot_3000_hate/EVRmPz5XgAEa0W6.jpg,0
253,1335,./annot_3000_hate/EPwzHtJXUAA8unp.jpg,0
254,1114,./annot_3000_hate/EovxHnnXUAAqiN0.jpg,0
255,2899,./annot_3000_hate/EpQBc0gXYAEOPho.jpg,0
256,1043,./annot_2000_no_politics/EVPRuxUU8AMoz00.jpg,0
257,1919,./annot_2000_no_politics/EVd4QrWU4AEUekD.jpg,0
258,2024,./annot_3000_hate/EtRRRwTXIAE3Ni3.jpg,0
259,200,./annot_3000_hate/EUkC79lX0AAtzjx.jpg,0
260,2708,./annot_3000_hate/EehVh7PX0AYsL1a.jpg,0
261,412,./annot_2000_no_politics/Ez2sd9vWUAID7QF.jpg,0
262,1762,./annot_3000_hate/EP-W-C2XsAAN5le.jpg,1
263,1820,./annot_3000_hate/EVwH_nLXYAkW_wm.jpg,1
264,860,./annot_2000_no_politics/Eegf1m_UwAAtu8r.jpg,1
265,2840,./annot_3000_hate/EtiDxDZXIAA02qT.jpg,1
266,1688,./annot_3000_hate/EgVVsqMUMAATgnU.jpg,1
267,1226,./annot_2000_no_politics/EV6ebtqXkAMbhmF.jpg,0
268,675,./annot_2000_no_politics/EfGxdWTWoAg71WS.jpg,0
269,1063,./annot_2000_no_politics/Eyppap_XMAUnVDD.png,1
270,500,./annot_3000_hate/EgNEgu6X0AcN_7z.jpg,0
271,415,./annot_3000_hate/EV7UPwcWkAYQjDB.jpg,0
272,826,./annot_3000_hate/EgZOG-cVoAMTa6C.jpg,0
273,1144,./annot_2000_no_politics/EWSKxeYXgAIGXld.jpg,0
274,561,./annot_2000_no_politics/Eya-9wgWYAELDQq.jpg,0
275,1811,./annot_2000_no_politics/EzkaX9NXoAAKXfL.png,1
276,1505,./annot_3000_hate/Et1to04XMAI10ql.jpg,0
277,2284,./annot_3000_hate/EoHHMwSWMAIENKs.jpg,0
278,542,./annot_3000_hate/EzW6ixlVcAYQhaG.jpg,1
279,701,./annot_3000_hate/Egq6-DDXYAED5u4.jpg,1
280,2982,./annot_3000_hate/EgTyFD2XgAAK6qe.jpg,0
281,2204,./annot_3000_hate/EgSqJloUEAEgG1F.jpg,0
282,1012,./annot_2000_no_politics/Ex7eFf1UYAQG7jY.jpg,0
283,621,./annot_2000_no_politics/EzZGCu5XIAAIpqY.jpg,0
284,439,./annot_2000_no_politics/EugsZc5VcAYTpoH.jpg,0
285,2540,./annot_3000_hate/EgOPJlEXYAM8Qiz.jpg,0
286,925,./annot_2000_no_politics/EpszjuxWwAEBByC.jpg,0
287,178,./annot_2000_no_politics/EQ6TyscUwAA5QaU.jpg,1
288,2544,./annot_3000_hate/EWYwizEXQAA3VCp.jpg,0
289,1675,./annot_3000_hate/Ez8zABkVIAIBias.jpg,1
290,206,./annot_2000_no_politics/Eoj4P6oXcAU1eo3.jpg,0
291,558,./annot_2000_no_politics/EprZEzBXYAAm4MG.png,0
292,294,./annot_3000_hate/EgoXq9NXsAUfGFU.jpg,0
293,1266,./annot_3000_hate/EPwLdyzU8AAWlFu.jpg,0
294,569,./annot_2000_no_politics/EeiOWHOUwAAQLRU.jpg,0
295,1515,./annot_2000_no_politics/EV7EtgYX0AEWse0.jpg,1
296,1382,./annot_3000_hate/EUpY5bKVAAASq_v.jpg,1
297,1199,./annot_3000_hate/EofyS4nUYAEp0KK.jpg,0
298,1624,./annot_2000_no_politics/EQOB2teWkAA3FIq.jpg,0
299,1696,./annot_2000_no_politics/EQpphPKWAAQLSUW.jpg,1
300,1425,./annot_2000_no_politics/EpPJ_71W4AINXqf.jpg,0
301,713,./annot_2000_no_politics/Ezwxpa2WUAIFNQ2.jpg,0
302,929,./annot_3000_hate/Ef47b0KWAAUy3YS.jpg,0
303,2863,./annot_3000_hate/EygLDnTUYAA_14a.jpg,0
304,1958,./annot_2000_no_politics/EVSZsMOU4AEAdRG.jpg,1
305,2214,./annot_3000_hate/EQjOQIxWAAEH3hk.png,0
306,1869,./annot_3000_hate/EenmObsWoAQ414J.jpg,0
307,1242,./annot_3000_hate/EysmjPyWUAQ26ty.jpg,0
308,1964,./annot_3000_hate/EUxExInWsAA4E5-.jpg,0
309,1642,./annot_2000_no_politics/EtvEuJGXcAAqbSA.png,0
310,1551,./annot_2000_no_politics/Ettc0gWWQAAd0zK.jpg,0
311,1695,./annot_3000_hate/EebOkvaXkAEcoa3.jpg,0
312,2799,./annot_3000_hate/EeZvnFqVAAEjnBT.jpg,1
313,1321,./annot_2000_no_politics/EQkWV3iXsAEXPdC.jpg,0
314,1396,./annot_2000_no_politics/EUwAwyTVAAIqfuG.jpg,1
315,1142,./annot_2000_no_politics/EtviwmEVoAAZw2N.jpg,0
316,462,./annot_2000_no_politics/EgI0xb5XsAYmCcE.jpg,0
317,1460,./annot_3000_hate/EWBz36hXgAIhNGD.jpg,0
318,719,./annot_3000_hate/EqYAcw9W4AAcOpq.jpg,0
319,322,./annot_3000_hate/Eed5xqMVoAIupBu.jpg,1
320,1617,./annot_2000_no_politics/Eui6S4JXUAUQlf0.jpg,1
321,2974,./annot_3000_hate/Eo7soS8VgAAjPMv.jpg,0
322,0,./annot_2000_no_politics/EfSackBUYAAiGXv.jpg,0
323,2839,./annot_3000_hate/EQVwtUyXkAApDXX.jpg,1
324,1830,./annot_3000_hate/Eek47vXXoAY706w.jpg,0
325,2775,./annot_3000_hate/EpzrxJ_UcAAMy6H.jpg,0
326,1864,./annot_3000_hate/EoyuNXwXYAAXjai.png,1
327,856,./annot_2000_no_politics/EfundjGUcAEgiRw.jpg,1
328,1744,./annot_2000_no_politics/EyAsfZtXIAMTUxZ.png,0
329,2223,./annot_3000_hate/Ee4mZF_VAAAUGRq.jpg,1
330,1440,./annot_3000_hate/EWYPSgFXsAEi_YL.jpg,0
331,2152,./annot_3000_hate/Efp7i38WsAAQPxD.jpg,0
332,2456,./annot_3000_hate/Eo7mJC9XcAIepAQ.jpg,0
333,574,./annot_3000_hate/EofPnIQXYAEv3Sg.jpg,1
334,819,./annot_3000_hate/EQpuVYqWsAApKr2.jpg,0
335,1722,./annot_2000_no_politics/EVYNV4iVAAA31lZ.jpg,1
336,490,./annot_2000_no_politics/EpDWDBKW4AMkEKF.jpg,0
337,781,./annot_2000_no_politics/EVpjqTQXQAA5hQD.jpg,0
338,620,./annot_2000_no_politics/EVRTjYZWsAM5gKr.jpg,0
339,1500,./annot_3000_hate/EUfFKvsXkAA3jrd.jpg,0
340,1312,./annot_2000_no_politics/EeV67qaUEAMPtRl.jpg,0
341,540,./annot_2000_no_politics/EtWboeRWQAAgSXi.jpg,0
342,659,./annot_2000_no_politics/EohkCUOXcAMUYp3.jpg,0
343,1099,./annot_2000_no_politics/ERev91cWkAEVweP.jpg,0
344,404,./annot_3000_hate/EQC8wt1XkAIXtRi.jpg,0
345,1611,./annot_3000_hate/EzxOPx4VcAMZ4FS.jpg,0
346,1840,./annot_3000_hate/EgT-CfSXYAAWtrF.jpg,0
347,76,./annot_2000_no_politics/EVp8cvMU4AYUdQm.jpg,0
348,2717,./annot_3000_hate/EUig_TEXsAQb654.jpg,0
349,2404,./annot_3000_hate/EQQVdPHU8AMEQrN.jpg,0
350,1007,./annot_3000_hate/Eot9EasW8AIy4sk.jpg,1
351,177,./annot_3000_hate/EfiAq_4XsAIq4kW.jpg,0
352,532,./annot_2000_no_politics/Eo-nNUNWEAYSKJ8.jpg,0
353,737,./annot_3000_hate/EvQEnk9XIBcmFVe.jpg,0
354,340,./annot_3000_hate/ERo9XnmXsAElZAa.jpg,0
355,387,./annot_2000_no_politics/EzXYgzSVgAExwyT.jpg,0
356,2293,./annot_3000_hate/EVOMYOeUwAENH5r.jpg,0
357,2892,./annot_3000_hate/EWxC6FcWAA0phiJ.jpg,0
358,460,./annot_3000_hate/EWDervmXQAI073a.jpg,1
359,1239,./annot_2000_no_politics/EqMptuuXMAMe_O5.jpg,0
360,994,./annot_2000_no_politics/EfqpArPUwAAbop7.jpg,1
361,1516,./annot_2000_no_politics/Ex-40T7VEAAX_FZ.jpg,0
362,1480,./annot_2000_no_politics/EVQFxWAXYAAWzRU.jpg,0
363,2351,./annot_3000_hate/EgR_S9vXkAcxiC8.jpg,0
364,201,./annot_3000_hate/EewhFXmWsAAqZm4.jpg,0
365,2165,./annot_3000_hate/EVfpKRCXgAEytb3.jpg,0
366,1066,./annot_3000_hate/Eewx5rtUYAAZgkS.jpg,0
367,1038,./annot_2000_no_politics/Ep3cD1CXIAE_aOj.jpg,0
368,582,./annot_2000_no_politics/Ez0JCh6X0AMsXkH.jpg,0
369,1483,./annot_2000_no_politics/EV4mubkXYAEocmd.jpg,0
370,2390,./annot_3000_hate/EevP9oZXoAAd2eB.jpg,0
371,693,./annot_2000_no_politics/EplvPLoWwAETmx3.jpg,0
372,2990,./annot_3000_hate/EWVquBDXkAAEUUy.jpg,1
373,47,./annot_3000_hate/EWD6oeoUwAY-1f8.jpg,1
374,1187,./annot_2000_no_politics/Ez027o5WEAIr_9t.jpg,0
375,1603,./annot_3000_hate/EeZuIgNU8AEFEWi.jpg,1
376,228,./annot_3000_hate/EPuA5AxXkAEjBYo.jpg,0
377,1568,./annot_3000_hate/Eyy_l-WXAAkC56N.jpg,0
378,457,./annot_3000_hate/Efp6z1_UEAAu-TF.jpg,1
379,1764,./annot_2000_no_politics/EpQ7LNKUYAID5ev.jpg,0
