,id,img,label,pred_da
21,53,./annot_2000_no_politics/EVonKPYUEAAFSEx.jpg,1,"{'id': 'c83bc06c-b0fc-43a1-b0f5-279d35784c67', 'output': {'detections': [], 'nsfw_score': 0.0004545337869785726}}"
22,1861,./annot_3000_hate/EV1GKUWUcAAkVXS.jpg,1,"{'id': 'e2faa795-375c-4dcb-a507-9e5368cbc00b', 'output': {'detections': [], 'nsfw_score': 0.005194491241127253}}"
23,2616,./annot_3000_hate/Ee236x4XsAE2Aq5.jpg,0,"{'id': '0cb38203-b88c-46b2-9397-3bf5e159f5e5', 'output': {'detections': [], 'nsfw_score': 0.02995416522026062}}"
24,1936,./annot_3000_hate/Eo6GOo-WMAAnFzw.jpg,0,"{'id': 'a849c888-fc29-449e-b20e-ad3d9aa3189b', 'output': {'detections': [], 'nsfw_score': 0.003289714688435197}}"
25,605,./annot_3000_hate/EWDuQ1BXkAMd5Sf.jpg,0,"{'id': 'd48b680a-d058-4a6e-8b71-f224dc01a5d1', 'output': {'detections': [], 'nsfw_score': 0.0004145865677855909}}"
26,2956,./annot_3000_hate/EfUvK8rWAAcna55.png,1,"{'id': 'f4ff76f6-a650-46ea-8271-a6b913b0d6c8', 'output': {'detections': [], 'nsfw_score': 0.029977327212691307}}"
27,2882,./annot_3000_hate/EVaLJCIWAAAnGo4.jpg,1,"{'id': 'd3e93ec4-bad5-4ee8-a525-f12f3669284d', 'output': {'detections': [], 'nsfw_score': 0.004992172587662935}}"
28,1618,./annot_2000_no_politics/ERaNVTCUUAA78Lh.jpg,0,"{'id': 'bfeda58b-02e8-4a81-b382-1439ecd4342f', 'output': {'detections': [], 'nsfw_score': 0.010642976500093937}}"
29,1341,./annot_2000_no_politics/EtZTA0rWgAIm7UY.jpg,1,"{'id': 'e5cfbf79-825d-4210-b520-5c2eac2d47a5', 'output': {'detections': [], 'nsfw_score': 9.850435890257359e-05}}"
30,2322,./annot_3000_hate/EgPNXqsX0AE7mhG.jpg,0,"{'id': '5d6c133e-7d5b-4547-89b9-ed9506228792', 'output': {'detections': [], 'nsfw_score': 0.0018177710007876158}}"
31,1579,./annot_3000_hate/EV5Jpe7WsAEZ6GB.png,1,"{'id': 'f453739b-345e-43a0-b15c-87cf642cb947', 'output': {'detections': [], 'nsfw_score': 0.0014144893502816558}}"
32,2488,./annot_3000_hate/Eoly09yVgAM08_k.jpg,0,"{'id': '87388ee1-42b9-419e-bb43-fa96b9cf58ab', 'output': {'detections': [], 'nsfw_score': 0.0009601081255823374}}"
33,791,./annot_2000_no_politics/Efh3UG7VAAMwrKP.jpg,0,"{'id': '280cb793-3269-4490-b89e-9bb32ece3f00', 'output': {'detections': [], 'nsfw_score': 0.029268303886055946}}"
34,760,./annot_2000_no_politics/Eu18o5SXEAciO4N.jpg,0,"{'id': '80462967-27bd-4234-a96a-028d80d7ce30', 'output': {'detections': [], 'nsfw_score': 0.003427329706028104}}"
35,40,./annot_2000_no_politics/EVvvDY_UMAAq5eF.jpg,1,"{'id': '0e4b79a1-b60e-44aa-b50e-9bcd9ef1ccc0', 'output': {'detections': [], 'nsfw_score': 0.024192320182919502}}"
36,1430,./annot_2000_no_politics/EztaTgRWEAUyqdj.jpg,1,"{'id': '7a4bb97b-f4b3-4c8c-bc4a-2cb0d93f1216', 'output': {'detections': [], 'nsfw_score': 0.005510979797691107}}"
37,318,./annot_2000_no_politics/Efrn78GXoAATeGU.jpg,0,"{'id': 'a05887f9-d21a-4cfd-bf18-478d1c31c0ff', 'output': {'detections': [], 'nsfw_score': 0.0031539781484752893}}"
38,613,./annot_2000_no_politics/Ep7RAZCW8AAJuhI.jpg,0,"{'id': '5a323253-1066-4a75-ac68-860ce3abd149', 'output': {'detections': [], 'nsfw_score': 0.005069131031632423}}"
39,838,./annot_3000_hate/EQWoIIyW4AAyLdE.jpg,1,"{'id': '20768d9a-03b5-485e-9ed0-5877ae355923', 'output': {'detections': [], 'nsfw_score': 0.00428355997428298}}"
40,1180,./annot_2000_no_politics/EVeWJDBVAAEp36k.jpg,1,"{'id': 'f2c49276-6e67-4afb-8684-e1069208e4c2', 'output': {'detections': [], 'nsfw_score': 0.0032536927610635757}}"
41,1691,./annot_3000_hate/EpG2jwGW8AACTxW.jpg,0,"{'id': 'd62cdec3-2012-4e8b-9ea6-9bdf2231d82d', 'output': {'detections': [], 'nsfw_score': 0.01251484826207161}}"
42,2898,./annot_3000_hate/EWmh4OPUYAEMR1E.jpg,1,"{'id': '42e10993-2364-4b38-8ad4-78d2e94106fd', 'output': {'detections': [], 'nsfw_score': 0.005440064240247011}}"
43,448,./annot_3000_hate/EV-lH0dXkAEB1Mn.jpg,0,"{'id': 'a3bb9033-0526-4d5a-83cb-92580139b7ba', 'output': {'detections': [], 'nsfw_score': 0.01850227639079094}}"
44,970,./annot_3000_hate/EQhxQZ7WAAAAgGY.jpg,0,"{'id': '9e397f00-8863-4b9e-b9df-05b2db430620', 'output': {'detections': [], 'nsfw_score': 0.0001966326526599005}}"
45,2454,./annot_3000_hate/Eeff23vVAAAXbDD.png,1,"{'id': 'e99e89ff-4591-4b29-98df-15b183a5c32e', 'output': {'detections': [], 'nsfw_score': 0.0014320879708975554}}"
46,1188,./annot_2000_no_politics/Eeh4BbjU8AAYjPA.jpg,0,"{'id': '122861a9-a788-461c-adb5-ba481c6b12ff', 'output': {'detections': [], 'nsfw_score': 0.004853721708059311}}"
47,96,./annot_3000_hate/EPuxXxHXUAAyguV.jpg,0,"{'id': '1c80d4ee-977c-4b86-b535-c661079cd26d', 'output': {'detections': [], 'nsfw_score': 0.00043492851546034217}}"
48,224,./annot_2000_no_politics/EWYok3UWoAUUXZu.jpg,0,"{'id': '85846851-aabc-48b9-ab62-96266412b1b1', 'output': {'detections': [], 'nsfw_score': 0.0001346138451481238}}"
49,373,./annot_2000_no_politics/EPrUl2lW4AArnoq.png,0,"{'id': 'f68fb87a-e7c5-49f6-bc0e-c8e73935a1d6', 'output': {'detections': [], 'nsfw_score': 0.003028577659279108}}"
50,1342,./annot_3000_hate/EQDez8cW4AEiEFE.jpg,0,"{'id': '1b06e267-3585-450c-87f7-5dc83468307b', 'output': {'detections': [], 'nsfw_score': 0.0021725499536842108}}"
51,344,./annot_2000_no_politics/ERBXbk7XYAAS5jf.jpg,0,"{'id': '03136218-49b8-4ea8-b5dd-b07ded739038', 'output': {'detections': [], 'nsfw_score': 0.05692620202898979}}"
52,1209,./annot_2000_no_politics/EWQxSw8WoAA92dl.jpg,0,"{'id': '9128ea58-3650-4f80-b395-34b5bbdeada5', 'output': {'detections': [], 'nsfw_score': 0.0002667435328476131}}"
53,908,./annot_2000_no_politics/EQcAdC8XYAAGAzy.jpg,1,"{'id': '9d99843f-8f98-484c-8ca9-2b96d0beb023', 'output': {'detections': [], 'nsfw_score': 0.0071281916461884975}}"
54,2913,./annot_3000_hate/EzcpqnfUYAAqBSW.jpg,0,"{'id': 'd0f26e6f-6114-4c5e-b882-c2f448a8ec8d', 'output': {'detections': [], 'nsfw_score': 0.02394183538854122}}"
55,2858,./annot_3000_hate/Etx9ujlXEAIObec.jpg,1,"{'id': '8edd16b2-b2f7-46cd-9823-bd0d185280c2', 'output': {'detections': [], 'nsfw_score': 0.0029829905834048986}}"
56,1616,./annot_2000_no_politics/Ezle8fUXIAIR282.jpg,0,"{'id': '74a4e2f3-315f-4153-8bf9-05d45a3f0f4b', 'output': {'detections': [], 'nsfw_score': 0.00010383410699432716}}"
57,566,./annot_3000_hate/EfPRUPcWsAEx1PD.jpg,1,"{'id': '67e02dcc-60cf-43aa-b76b-bd4dc3054ac7', 'output': {'detections': [], 'nsfw_score': 0.007560127880424261}}"
58,784,./annot_2000_no_politics/EP7kwWFU4AAefNH.jpg,1,"{'id': '03296017-5e15-46fc-82ba-4c2af92be227', 'output': {'detections': [], 'nsfw_score': 0.0018714844482019544}}"
59,2205,./annot_3000_hate/EVu67PVVAAARMOl.png,0,"{'id': 'e27838ea-7f65-411a-868e-57dfed9ae280', 'output': {'detections': [], 'nsfw_score': 0.004288977477699518}}"
60,2899,./annot_3000_hate/EpQBc0gXYAEOPho.jpg,0,"{'id': '5604303d-8ec2-4104-b905-3977bde1a6be', 'output': {'detections': [], 'nsfw_score': 0.005044042598456144}}"
61,960,./annot_3000_hate/EVR8oqMUMAASAyE.jpg,0,"{'id': 'b0dde5f0-e70b-4a10-a2da-a84b8f54ff35', 'output': {'detections': [], 'nsfw_score': 0.0002964603481814265}}"
62,404,./annot_2000_no_politics/EglknhFXkAAB-Kx.jpg,0,"{'id': 'aa1abad8-8e5b-41cc-a955-684ad0420e48', 'output': {'detections': [], 'nsfw_score': 0.007512998301535845}}"
63,1594,./annot_2000_no_politics/Eo-zCxHUcAASqZL.jpg,0,"{'id': '72b42121-9dc9-4c2d-8528-512b760f29ba', 'output': {'detections': [], 'nsfw_score': 0.013195939362049103}}"
64,618,./annot_2000_no_politics/EVU3jLRWoAE1W4n.jpg,0,"{'id': 'befede19-ee52-4fd7-8717-411fcaedce77', 'output': {'detections': [], 'nsfw_score': 0.04637714847922325}}"
65,651,./annot_2000_no_politics/EpXyVD9U0AEHR9M.jpg,0,"{'id': '2873a6ad-2436-4614-8e58-75d8494a1de7', 'output': {'detections': [], 'nsfw_score': 0.0003261256206315011}}"
66,330,./annot_3000_hate/EqDqVreVoAMfHqN.jpg,0,"{'id': '991d5de6-63bf-40f1-aebb-e9c6a91e17cf', 'output': {'detections': [], 'nsfw_score': 0.057566650211811066}}"
67,1154,./annot_3000_hate/EexDqSIWAAs8sHS.png,0,"{'id': '31df3ef7-b16c-4b70-aa68-1f8c3e7d125f', 'output': {'detections': [], 'nsfw_score': 0.0008504432626068592}}"
68,2894,./annot_3000_hate/Ez4fAOKXMAAu45A.jpg,0,"{'id': '7c358654-39f5-4f37-b39c-9ae95b886d0a', 'output': {'detections': [], 'nsfw_score': 0.015333285555243492}}"
69,616,./annot_3000_hate/EWNSUZPXYAAE6xN.jpg,0,"{'id': '51227d8b-5c54-43b1-b152-64404d7edf06', 'output': {'detections': [], 'nsfw_score': 0.012410389259457588}}"
70,1639,./annot_2000_no_politics/EU3Ll_LX0AIzE6_.jpg,1,"{'id': '168ed453-3841-4ae1-a955-c66645586482', 'output': {'detections': [], 'nsfw_score': 0.0027555483393371105}}"
71,1085,./annot_3000_hate/EUhm9iIXkAEmJ4-.jpg,1,"{'id': 'ea94414b-2977-4b89-8f0e-3692d5e2d888', 'output': {'detections': [{'confidence': '0.48', 'bounding_box': [132, 456, 67, 94], 'name': 'Female Breast - Covered'}], 'nsfw_score': 0.23810067772865295}}"
72,734,./annot_3000_hate/E0Gp7svUcAIATPt.jpg,0,"{'id': '95cb80f4-50fb-450c-808e-d061d61d472b', 'output': {'detections': [], 'nsfw_score': 0.01716274581849575}}"
73,1524,./annot_3000_hate/EgPDjoFXkAECnE2.jpg,1,"{'id': '1ab0f633-56da-488a-9365-fb4905c79d5f', 'output': {'detections': [{'confidence': '0.39', 'bounding_box': [896, 368, 135, 120], 'name': 'Female Breast - Exposed'}], 'nsfw_score': 0.025425711646676064}}"
74,1628,./annot_2000_no_politics/EVgvaxCUcAAxYD-.jpg,0,"{'id': '805ecdcc-3c99-46d9-8009-821bdc137d1f', 'output': {'detections': [], 'nsfw_score': 0.06562746316194534}}"
75,1828,./annot_2000_no_politics/EuraNHnXAAQPhXo.jpg,0,"{'id': '5f74357f-e6d6-4158-85d0-8710ca1a6c69', 'output': {'detections': [], 'nsfw_score': 0.009985540993511677}}"
76,1330,./annot_3000_hate/EgF2O1iXoAALByy.jpg,0,"{'id': '2356c0de-95d9-43c8-bfab-b2df7af2e5e3', 'output': {'detections': [], 'nsfw_score': 6.08762320553069e-06}}"
77,309,./annot_2000_no_politics/EoSkSybUUAEZO73.jpg,0,"{'id': 'cda1b153-515c-4efd-a11f-a5abe83632e6', 'output': {'detections': [], 'nsfw_score': 0.00787338986992836}}"
78,986,./annot_3000_hate/Ef_WhPjXgAMb6uy.jpg,0,"{'id': 'bc86bb63-9039-4e42-9e4f-e506a7cffbcb', 'output': {'detections': [], 'nsfw_score': 0.015697142109274864}}"
79,1181,./annot_3000_hate/EtaKhG4XIAs-kMJ.jpg,0,"{'id': 'c5b86b9f-0e60-4ef7-a902-d98565b72c91', 'output': {'detections': [], 'nsfw_score': 0.017261315137147903}}"
80,211,./annot_3000_hate/Eek4HE0XYAEIgGi.jpg,1,"{'id': '0f4f09a1-9d9d-46ac-8faf-8b720ce4fe1d', 'output': {'detections': [], 'nsfw_score': 0.0007277021650224924}}"
81,1272,./annot_3000_hate/EofNMTHXcAMrsSh.jpg,0,"{'id': 'a79605b4-f683-40d7-9f86-d0c4c2185836', 'output': {'detections': [], 'nsfw_score': 0.005371164530515671}}"
82,1255,./annot_2000_no_politics/EzbsFreWYAEAEkW.jpg,0,"{'id': '9188d44c-ff63-4c97-9950-5189b5961323', 'output': {'detections': [], 'nsfw_score': 0.0006959749734960496}}"
83,727,./annot_2000_no_politics/EpSu51NVQAA-osx.jpg,0,"{'id': '23606b9e-eec0-4338-9c65-ebb9d3d8e84c', 'output': {'detections': [], 'nsfw_score': 0.02281239815056324}}"
84,832,./annot_3000_hate/EyK9TTSU8AQkqd5.jpg,0,"{'id': '877b0d48-35a5-4a51-bed7-9a316ff25006', 'output': {'detections': [], 'nsfw_score': 0.0019888642709702253}}"
85,1347,./annot_2000_no_politics/EytvzhiUcAA5qHU.jpg,0,"{'id': 'bbea46cb-3996-4f56-a3bd-c30e78157d98', 'output': {'detections': [], 'nsfw_score': 0.01006724126636982}}"
86,48,./annot_2000_no_politics/EpantmsU8AA5G0m.jpg,0,"{'id': 'd3db4de9-6ead-4054-8b05-b9202dfb485e', 'output': {'detections': [], 'nsfw_score': 0.0008889181190170348}}"
87,2662,./annot_3000_hate/EWZptS2X0AEnc7x.jpg,1,"{'id': 'c58e077c-2ade-4516-a729-d945b90fd319', 'output': {'detections': [], 'nsfw_score': 0.12477708607912064}}"
88,684,./annot_2000_no_politics/EQbKeDOUYAMMhYM.jpg,0,"{'id': '027040e5-4025-4545-b2d2-0e2641f19132', 'output': {'detections': [], 'nsfw_score': 0.01042632944881916}}"
89,143,./annot_2000_no_politics/Ey28EyNVgAQ0CGv.jpg,0,"{'id': '50ac8d47-c67b-4e57-9e9d-a0b0f9c0ef5c', 'output': {'detections': [], 'nsfw_score': 0.006016978528350592}}"
90,681,./annot_2000_no_politics/EozI2zbXcAA1KSi.jpg,0,"{'id': '53994870-cead-4a37-a885-34ef299e44f9', 'output': {'detections': [], 'nsfw_score': 0.008691164664924145}}"
91,646,./annot_3000_hate/EpD1_jPVoAAmN1D.jpg,0,"{'id': 'c84683b3-7d04-408d-b301-0275f06c87a8', 'output': {'detections': [], 'nsfw_score': 0.010718387551605701}}"
92,1112,./annot_3000_hate/EengGbSWsAE6nzY.png,0,"{'id': '4a9f4d42-097c-40a9-b358-e151f6a720d0', 'output': {'detections': [], 'nsfw_score': 0.01691209152340889}}"
93,645,./annot_2000_no_politics/Eeaza-UU0AAxJF7.jpg,1,"{'id': '81e4328f-edc9-4c76-a02b-a27269f7623f', 'output': {'detections': [], 'nsfw_score': 0.0035324685741215944}}"
94,1739,./annot_2000_no_politics/Eumjt_CXYAs5J8H.jpg,0,"{'id': 'ebef618a-c95c-4c8b-a639-14d456df16a3', 'output': {'detections': [], 'nsfw_score': 0.014162017032504082}}"
95,1197,./annot_3000_hate/EfqR02QU8AADm4b.jpg,1,"{'id': '94026793-762a-42a4-b218-796cd5b1f847', 'output': {'detections': [], 'nsfw_score': 0.0023897315841168165}}"
96,1459,./annot_3000_hate/Ee70jDFUwAAoVxc.jpg,0,"{'id': '7dd39d57-fc2f-4c2b-ab4c-0aca0f25a8db', 'output': {'detections': [], 'nsfw_score': 0.305844783782959}}"
97,1356,./annot_2000_no_politics/EowjlzzU0AAsl_h.jpg,0,"{'id': '64459172-2497-4ab6-8282-58c5ea46ebc3', 'output': {'detections': [], 'nsfw_score': 0.0010701606515794992}}"
98,2925,./annot_3000_hate/EfvBpWbXsAAlKp0.jpg,0,"{'id': 'b61800ff-6685-4df2-8632-5fabc866a74e', 'output': {'detections': [], 'nsfw_score': 0.00013286089233588427}}"
99,2772,./annot_3000_hate/EgOmMfbXYAE_QSc.jpg,0,"{'id': 'c1c296c8-c581-48a9-b9ff-ffe2723ae4af', 'output': {'detections': [], 'nsfw_score': 0.24865755438804626}}"
100,408,./annot_3000_hate/EP2XLsNU4AAqs-7.jpg,0,"{'id': 'e70ff8f3-e6ec-4daf-81ce-3a95cb05f37c', 'output': {'detections': [], 'nsfw_score': 0.0027650988195091486}}"
101,540,./annot_3000_hate/EpQEDsLUUAMGGpa.jpg,0,"{'id': '931ead3d-6fcd-4f38-98bd-47cf5888a954', 'output': {'detections': [], 'nsfw_score': 0.0003179516061209142}}"
102,1796,./annot_3000_hate/EoThyvqXMAAg2VM.jpg,0,"{'id': 'd22c7d3f-fcac-473b-aa00-447457abbf44', 'output': {'detections': [], 'nsfw_score': 0.05488128960132599}}"
103,1757,./annot_3000_hate/Et1dJ39XEAAwgtX.jpg,1,"{'id': 'e1617d8d-c253-440a-8d6e-c30a7f163771', 'output': {'detections': [], 'nsfw_score': 0.0022982789669185877}}"
104,1941,./annot_2000_no_politics/EWY0VqAVAAA0Q9H.jpg,0,"{'id': 'b6e88e71-ee10-4382-a81b-4a288b19dc2f', 'output': {'detections': [], 'nsfw_score': 0.0002786083787214011}}"
105,1382,./annot_3000_hate/EUpY5bKVAAASq_v.jpg,1,"{'id': '5a591378-f661-4fcc-b091-5e1856cda3ed', 'output': {'detections': [], 'nsfw_score': 0.00010223743447568268}}"
106,2784,./annot_3000_hate/EgdvEsjWsAEL9_9.jpg,1,"{'id': '4b85f666-ccae-4f43-90dc-d711f3ebab76', 'output': {'detections': [], 'nsfw_score': 0.0065442598424851894}}"
107,537,./annot_3000_hate/EyinxBXXMAIBxOD.jpg,0,"{'id': 'ed61471b-0a09-4e05-bb34-d2050f06b3c2', 'output': {'detections': [], 'nsfw_score': 0.004109361674636602}}"
108,373,./annot_3000_hate/EgrVG24WAAAPaea.jpg,0,"{'id': 'f00735bd-9af3-4c3e-974c-2311b9e8867b', 'output': {'detections': [], 'nsfw_score': 0.0157695971429348}}"
109,54,./annot_2000_no_politics/EP3HEdOUwAAavsF.jpg,0,"{'id': '55f6215f-a886-4347-8612-12b26509e553', 'output': {'detections': [], 'nsfw_score': 0.0009018427808769047}}"
110,2474,./annot_3000_hate/Ex7Rag6WYAEZTQW.jpg,0,"{'id': '9c708934-bcc5-4efb-b7af-57401f425995', 'output': {'detections': [], 'nsfw_score': 0.00046496326103806496}}"
111,1202,./annot_2000_no_politics/Ez-cLKAXMAIjBnt.jpg,0,"{'id': '4428a973-c1c4-44ec-8965-2c61b1465297', 'output': {'detections': [], 'nsfw_score': 0.0005927464226260781}}"
112,2081,./annot_3000_hate/EPyN209WkAAT19N.jpg,0,"{'id': '24a29f0f-3adf-4254-823d-980b3e22374b', 'output': {'detections': [], 'nsfw_score': 0.005894340109080076}}"
113,1182,./annot_2000_no_politics/Eo5p4khXMAEVnd2.jpg,0,"{'id': 'e73aef84-97f4-4edc-99af-14a9c71fa637', 'output': {'detections': [], 'nsfw_score': 0.0007776242564432323}}"
114,696,./annot_3000_hate/EgFBE96U0AAejTH.jpg,1,"{'id': 'f5e1c7be-02d0-4fea-9d2b-f8a8c858f719', 'output': {'detections': [{'confidence': '0.39', 'bounding_box': [378, 740, 214, 192], 'name': 'Female Breast - Covered'}], 'nsfw_score': 0.02443331852555275}}"
115,1158,./annot_2000_no_politics/ERaNVTCUUAA78Lh.jpg,1,"{'id': 'afff15ec-77f0-4485-ad55-5e9474cb6313', 'output': {'detections': [], 'nsfw_score': 0.010642976500093937}}"
116,951,./annot_3000_hate/EewSW7RXkAAnzz6.png,1,"{'id': '8e2ac52e-a69a-4021-aa23-f1e80f7bae6e', 'output': {'detections': [], 'nsfw_score': 0.0079105319455266}}"
117,271,./annot_2000_no_politics/EQlSXhvXkAAD5mc.jpg,1,"{'id': 'c0212dad-5b41-4eb8-8f79-00a1ab37dcb7', 'output': {'detections': [], 'nsfw_score': 0.0022675818763673306}}"
118,1731,./annot_3000_hate/EvKx0LhXYAE7Qzo.jpg,1,"{'id': '4692ec47-8551-4497-9bc9-2931b96815dc', 'output': {'detections': [], 'nsfw_score': 0.00028967217076569796}}"
119,361,./annot_3000_hate/EowL0HCXYAIZOU3.jpg,1,"{'id': 'e39d25fd-3a0c-4117-b4b4-fb8c8ce6aad1', 'output': {'detections': [], 'nsfw_score': 0.003311972599476576}}"
120,1465,./annot_3000_hate/EfpQ9mVWoAs7BFF.jpg,0,"{'id': 'fc6f40ae-fb41-4874-84ff-a13459228a70', 'output': {'detections': [], 'nsfw_score': 0.0003458514402154833}}"
121,2870,./annot_3000_hate/Eui73BmXEAEubjg.jpg,0,"{'id': '20f89edb-ffbf-446b-9bb1-12feeb46b702', 'output': {'detections': [], 'nsfw_score': 0.008510715328156948}}"
122,396,./annot_3000_hate/EVo5C-kUYAA0Zv_.jpg,0,"{'id': 'fe0c6d37-941b-406a-90fe-969f6b87ef34', 'output': {'detections': [], 'nsfw_score': 0.03370535746216774}}"
123,899,./annot_3000_hate/EWC-GvtXYAMUCRw.jpg,0,"{'id': 'c39de21b-d66a-4493-abc8-4135a9db527e', 'output': {'detections': [], 'nsfw_score': 0.0017513434868305922}}"
124,1721,./annot_3000_hate/EeeHcqCUMAIqVHC.jpg,1,"{'id': 'fa8c8d85-ff83-49fd-b34e-38cd9e80b688', 'output': {'detections': [], 'nsfw_score': 0.010722550563514233}}"
125,2700,./annot_3000_hate/EpSu51NVQAA-osx.jpg,0,"{'id': 'a3201bf4-7933-4b80-b0de-3a0dcfbdda4e', 'output': {'detections': [], 'nsfw_score': 0.02281239815056324}}"
126,2476,./annot_3000_hate/Eo-OLQOVEAAe4I1.jpg,0,"{'id': 'eac62b93-8ede-4094-9a4e-0a17a613fbb4', 'output': {'detections': [], 'nsfw_score': 0.007764165289700031}}"
127,1621,./annot_2000_no_politics/EVNinOLUEAAEzJK.jpg,0,"{'id': '33d2080d-01a6-4c72-817e-5a4765f05fec', 'output': {'detections': [], 'nsfw_score': 0.009568721987307072}}"
128,1918,./annot_2000_no_politics/EyOjjqWWEAMuy-A.jpg,0,"{'id': '980a3b14-31b6-412d-ae1d-2b765afebd64', 'output': {'detections': [], 'nsfw_score': 0.01874891296029091}}"
129,494,./annot_2000_no_politics/EQjOQIxWAAEH3hk.png,0,"{'id': '5d112ff6-2fb7-4c1d-ab6c-638c1ea1ebb4', 'output': {'detections': [], 'nsfw_score': 0.0010266955941915512}}"
130,1940,./annot_3000_hate/Ex2O2VwVIAMUkZ1.jpg,0,"{'id': '487f5c6e-5cca-41c6-ab69-fb619e30c61e', 'output': {'detections': [], 'nsfw_score': 0.00012484524631872773}}"
131,1467,./annot_3000_hate/EWiiE5aWoAAovvw.png,1,"{'id': '1b7f4c9b-4aae-4127-b5e1-74bb76613ef6', 'output': {'detections': [], 'nsfw_score': 0.002316051395609975}}"
132,49,./annot_3000_hate/EgNHmawWoAQtKi-.jpg,0,"{'id': '18f1e21b-8c51-4a13-90b2-417ee1bd201e', 'output': {'detections': [], 'nsfw_score': 0.002920666942372918}}"
