,id,img,label,pred_adult,pred_medical,pred_viol,pred_racy
150,2623,./annot_3000_hate/EgT1zTWU4AAWvO2.jpg,1,1,2,2,1
151,1865,./annot_2000_no_politics/EUz0gSfUwAU9sXm.jpg,0,1,2,2,1
152,869,./annot_3000_hate/EuGuq3VXEAM1v6r.jpg,1,1,2,2,1
153,1889,./annot_3000_hate/EWgGjwzUMAAn1na.jpg,1,2,2,2,4
154,1958,./annot_2000_no_politics/EVSZsMOU4AEAdRG.jpg,1,1,2,2,3
155,95,./annot_3000_hate/EVK1ceTU8AA1vV8.jpg,0,1,1,2,1
156,2175,./annot_3000_hate/EVfYtvRU4AIqEuH.jpg,1,1,2,2,1
157,677,./annot_2000_no_politics/Ez29UkVUUAQu3mB.jpg,0,2,1,1,2
158,1298,./annot_3000_hate/Ezt_xdYWUAII54c.jpg,0,1,1,2,1
159,1868,./annot_2000_no_politics/EQBXpEVWsAE7Bq2.jpg,0,1,2,1,1
160,276,./annot_2000_no_politics/Epa2xTmVEAA70b9.jpg,0,1,1,1,2
161,467,./annot_2000_no_politics/ERdqxxBU0AAzQZ4.jpg,0,1,1,1,1
162,2188,./annot_3000_hate/ERNvSyWXkAAjDwY.jpg,0,1,1,2,1
163,1013,./annot_3000_hate/EVPsNfcU0AU_w1Q.jpg,1,2,1,2,3
164,1658,./annot_2000_no_politics/EReTqAFVAAAEEeX.jpg,0,1,1,1,1
165,873,./annot_2000_no_politics/EWmzwiIUEAACyw1.jpg,0,1,2,1,1
166,1399,./annot_2000_no_politics/Ef_skTtWkAEpsfp.jpg,0,1,1,2,1
167,321,./annot_3000_hate/EfHYDbrWoAA5_ym.jpg,0,1,2,2,1
168,1415,./annot_3000_hate/EQCaNTqXUAAUgij.jpg,1,2,2,2,1
169,890,./annot_2000_no_politics/EubRfncWYAILJw4.jpg,1,1,2,1,1
170,1443,./annot_3000_hate/EzPlXPrVkAYGcbK.jpg,1,1,1,1,1
171,1816,./annot_3000_hate/EfUoFRoXYAAvvuS.jpg,1,1,1,2,1
172,877,./annot_3000_hate/EoumxVxXMAAiS-B.jpg,0,2,1,2,5
173,33,./annot_3000_hate/Efgcv-xWsAA_xiL.jpg,0,1,1,1,2
174,2397,./annot_3000_hate/EougIkcVQAAOpch.jpg,0,1,1,2,1
175,1933,./annot_2000_no_politics/EobajemVQAI00pY.jpg,1,2,2,2,4
176,2809,./annot_3000_hate/Ef3yxDPVoAEftU5.jpg,0,1,1,1,1
177,183,./annot_2000_no_politics/EV2rt_hUcAEAcsp.jpg,0,2,1,2,1
178,2961,./annot_3000_hate/EfSnTX9XoAAKA8f.jpg,0,1,1,2,1
179,1040,./annot_3000_hate/EowuwgGXYAAwgH3.jpg,1,1,1,1,1
180,1254,./annot_2000_no_politics/Ee_5Qy5X0AEvvR4.jpg,1,1,1,2,1
181,233,./annot_2000_no_politics/EyekYrdWQAQI798.jpg,0,1,2,2,1
182,192,./annot_3000_hate/EgB9jBOXkAA1w5Z.jpg,0,1,1,1,1
183,773,./annot_3000_hate/EWZzvlMUEAAW18u.jpg,1,1,2,2,1
184,1817,./annot_3000_hate/EQYAD75U0AAG1Sf.png,1,1,2,2,2
185,319,./annot_2000_no_politics/Eyo-KC0WUAAszR0.jpg,0,2,1,1,1
186,2929,./annot_3000_hate/EQTacnAWAAI90GO.jpg,0,1,2,1,1
187,712,./annot_3000_hate/EpH6GNFW4AA5d35.png,0,1,2,1,1
188,1463,./annot_3000_hate/Ef5OnbMXYAMSXwF.jpg,0,1,1,1,1
189,794,./annot_3000_hate/EUzMN7sXYAUGIJl.jpg,0,1,1,2,1
190,2153,./annot_3000_hate/EWWIErbXgAYN0zW.png,0,2,2,2,1
191,1790,./annot_3000_hate/EedhSUqXoAAi9LM.jpg,0,1,1,1,1
192,1097,./annot_3000_hate/EuX7i0RXIAIjIc6.jpg,1,1,2,1,1
193,2849,./annot_3000_hate/EV_h4fhXQAIVfLD.jpg,1,1,1,2,1
194,1029,./annot_2000_no_politics/EoPy2QEWMAErmvw.jpg,0,1,1,2,1
195,1760,./annot_2000_no_politics/EP_IwCxUUAAI6A2.jpg,0,2,2,1,3
196,23,./annot_3000_hate/EgH_qZ2VAAEcugv.jpg,1,1,1,2,1
197,1618,./annot_2000_no_politics/ERaNVTCUUAA78Lh.jpg,0,2,2,2,3
198,2237,./annot_3000_hate/Eyem4W0WUAEaA-B.png,0,1,2,2,1
199,1006,./annot_2000_no_politics/EV5jvdhXQAMfRNl.png,1,1,1,2,2
200,1846,./annot_2000_no_politics/EUrELRhUwAE5c5J.jpg,1,1,2,2,1
201,2773,./annot_3000_hate/Eefz-06XsAIKJzJ.jpg,0,1,2,1,1
202,1535,./annot_3000_hate/EVc36DaU8AAEE-N.jpg,1,2,2,3,2
203,647,./annot_3000_hate/Ez3RGnGVkAAKxLE.jpg,0,2,1,3,4
204,1872,./annot_2000_no_politics/EzzSDMpWUAIuCCm.jpg,0,1,1,1,1
205,1200,./annot_3000_hate/EoNZTD1VcAEzDPZ.jpg,1,1,2,2,1
206,512,./annot_2000_no_politics/EgN3EauWkAYeu9h.jpg,0,1,3,2,2
207,310,./annot_3000_hate/Et-O37vXIAIT8WL.jpg,0,1,2,2,3
208,2377,./annot_3000_hate/EzJZ9QcVkAUTRbU.jpg,0,2,1,2,1
209,403,./annot_3000_hate/EPp-Mz2U4AITjDJ.jpg,0,1,2,2,1
210,570,./annot_2000_no_politics/EPxuDLyU8AEfbY7.png,0,1,2,2,1
211,1058,./annot_2000_no_politics/Efxk4d4XsAEpalQ.jpg,0,1,2,2,1
212,403,./annot_2000_no_politics/EzDID5QXIAUSlAS.jpg,1,1,1,1,1
213,1442,./annot_2000_no_politics/ERqSL4mUUAEO3PZ.jpg,0,1,1,1,1
214,871,./annot_3000_hate/EUoJ275WoAIgmq2.jpg,1,1,2,2,1
215,1334,./annot_2000_no_politics/EoS-dGnUYAEubvE.jpg,0,1,2,2,1
216,668,./annot_2000_no_politics/Eqb2POGW8AA1OCa.jpg,0,2,3,2,4
217,2561,./annot_3000_hate/EgYN2dWXkAAD-yd.jpg,0,1,2,1,2
218,70,./annot_3000_hate/Ee7IOilWkAAoVu8.jpg,1,1,1,2,1
219,636,./annot_2000_no_politics/EehKIFgXoAAQHVp.jpg,0,2,1,2,3
220,575,./annot_2000_no_politics/EtLdtwyXEAU0i62.jpg,0,1,2,1,1
221,763,./annot_3000_hate/EgV9AbHWkAAe-hk.jpg,1,1,1,2,1
222,1488,./annot_2000_no_politics/EejAVUfU8AAgKA8.jpg,0,1,2,2,2
223,535,./annot_3000_hate/Eo7cOnFXcAI6hXj.png,1,1,2,1,1
224,140,./annot_2000_no_politics/EgblbOVWsAA6JPf.jpg,0,1,2,1,1
225,342,./annot_3000_hate/EV8UCg-WkAEHp-7.jpg,0,1,1,2,3
226,1802,./annot_2000_no_politics/EWxU7YCXkAEnFAv.jpg,0,1,1,2,1
227,433,./annot_3000_hate/E0KUAJKUYAAB-7I.jpg,0,1,1,2,1
228,62,./annot_2000_no_politics/EolpuPKWEAEaFT9.jpg,0,2,2,1,3
229,2776,./annot_3000_hate/EQbh2bGXkAAH_qZ.jpg,0,1,2,1,2
230,1314,./annot_3000_hate/EgTEHN1XkAA1IQY.jpg,0,1,2,2,1
231,506,./annot_2000_no_politics/EzGNM4jWgAIdzGH.jpg,0,1,2,2,2
232,2742,./annot_3000_hate/EpSxks8XcAErgSH.jpg,1,1,1,1,2
233,1213,./annot_2000_no_politics/EoTnM92W4AA98GQ.jpg,0,1,2,2,2
234,1528,./annot_2000_no_politics/EWPFlEiWoAI5F3X.jpg,0,1,1,2,1
235,1074,./annot_3000_hate/EUyZzLWX0AEiRoW.jpg,0,1,1,1,1
236,1000,./annot_2000_no_politics/Efp5gOMWoAML3xo.jpg,0,2,2,2,1
237,2086,./annot_3000_hate/EQ1Jro8WoAA8_U6.jpg,0,1,2,1,1
238,890,./annot_3000_hate/EVPi0vrVAAMHbyS.jpg,0,1,1,1,1
239,393,./annot_3000_hate/EVSLrLlUUAAFmt6.jpg,1,2,2,2,2
240,1398,./annot_3000_hate/Ep-cr6JWMAAW1J7.jpg,1,1,2,2,1
241,1446,./annot_2000_no_politics/EeZm8RGWAAAXaKL.jpg,0,1,2,1,1
242,2181,./annot_3000_hate/EfIwb_tUMAA6AvF.jpg,0,1,1,2,1
243,592,./annot_3000_hate/EPzCUU3VUAAEPjs.jpg,0,1,1,2,1
244,1734,./annot_2000_no_politics/EzyovW4WEAEaj14.jpg,0,1,1,1,4
245,2526,./annot_3000_hate/EgUBiUuXgAId6lp.jpg,1,1,2,2,1
246,487,./annot_2000_no_politics/EevGQbWWsAE_Qi-.jpg,0,2,2,2,4
247,697,./annot_3000_hate/Ep3d9vHWMAMgzXi.jpg,0,1,1,1,1
248,2383,./annot_3000_hate/EP_v-daWoAA6Xtp.jpg,0,1,1,1,1
249,412,./annot_2000_no_politics/Ez2sd9vWUAID7QF.jpg,0,1,2,1,2
250,554,./annot_2000_no_politics/EzAVExtWEAIWhUD.jpg,0,2,1,2,2
251,1787,./annot_3000_hate/EWiWdZJX0AAAIWb.jpg,0,1,1,2,1
252,1418,./annot_3000_hate/EeXfeqvUcAAUEl6.jpg,0,2,2,2,2
253,1413,./annot_2000_no_politics/EyMJvVmUUAI3L1k.jpg,0,1,1,1,1
254,2138,./annot_3000_hate/EewCnLDWsAEKMew.jpg,1,1,1,1,1
255,954,./annot_3000_hate/EVgXBSJX0AAIwKd.jpg,0,1,2,2,1
256,790,./annot_3000_hate/Efx6AhEXoAEBIUK.jpg,1,1,2,2,2
257,1918,./annot_2000_no_politics/EyOjjqWWEAMuy-A.jpg,0,1,1,1,1
258,1169,./annot_3000_hate/EWOLl9QUMAAnoiY.jpg,0,1,2,1,1
259,1989,./annot_2000_no_politics/EgHoHOkWAAEZXj2.jpg,0,2,1,2,3
260,784,./annot_3000_hate/Ezrv2GAWYAUxFCd.jpg,0,1,2,2,1
261,2368,./annot_3000_hate/EWA_ibXWsAAMCOH.jpg,0,2,1,2,1
262,178,./annot_3000_hate/EVKgqEaVAAEXvVN.jpg,0,1,2,3,2
263,2403,./annot_3000_hate/Ez5chJUVUAA1-Ud.jpg,0,1,1,2,2
264,201,./annot_2000_no_politics/EyPb2_jXAAckz7O.jpg,0,1,2,1,1
265,443,./annot_2000_no_politics/Eqe20btXAAEc2bs.jpg,0,1,1,2,2
266,1081,./annot_3000_hate/EfU9pvYXoAIARIz.jpg,1,1,1,2,3
267,2230,./annot_3000_hate/EVV6NEbWsAAJxzy.jpg,1,1,1,2,1
268,423,./annot_2000_no_politics/Eub022uUUAUZvq9.jpg,1,1,1,2,1
269,2475,./annot_3000_hate/ERkJQvHWsAAI2E9.jpg,0,1,1,1,1
270,909,./annot_2000_no_politics/EWP5WndWsAgVXuz.jpg,1,3,1,3,2
271,2186,./annot_3000_hate/EWY9RtVU8AA3axB.jpg,0,1,1,2,1
272,2631,./annot_3000_hate/EU3iC9MVAAAmfQk.jpg,0,1,1,2,1
273,2590,./annot_3000_hate/EtfsdQjXIAAN_NS.jpg,0,1,3,2,1
274,2644,./annot_3000_hate/EevHi3nX0AEobuL.jpg,0,1,1,1,1
275,2787,./annot_3000_hate/EfA0r93WsAMaBEE.jpg,0,1,1,1,1
276,588,./annot_3000_hate/EgHoHOkWAAEZXj2.jpg,0,2,1,2,3
277,1636,./annot_3000_hate/EfyySxwUEAANZL-.jpg,1,1,2,2,1
278,619,./annot_3000_hate/EVwJANOXsAAuAT4.png,0,1,2,1,1
279,1753,./annot_3000_hate/EgkCq1sXsAAzSLV.jpg,1,1,1,1,2
280,2285,./annot_3000_hate/EWyDV6QWoAEDK7P.jpg,1,1,3,2,1
281,1128,./annot_2000_no_politics/EtgciPsWgAExFaD.jpg,0,2,2,2,1
282,1582,./annot_2000_no_politics/EgYuu77XgAArwvo.jpg,0,1,2,1,1
283,1686,./annot_3000_hate/Eegf1m_UwAAtu8r.jpg,1,1,1,2,1
284,2871,./annot_3000_hate/EVubYy_WkAA67qy.jpg,1,1,2,1,2
285,987,./annot_2000_no_politics/EWgJBGHWAAETpI9.jpg,0,1,1,2,1
286,1614,./annot_2000_no_politics/Ex3WYAaWEAAjVXs.jpg,0,1,1,1,1
287,1864,./annot_2000_no_politics/EosQV9sXcAEa9lN.jpg,0,2,1,1,1
288,1350,./annot_3000_hate/EyouMPXXAAk1LNK.jpg,1,1,1,2,1
289,90,./annot_2000_no_politics/EyzQLwkXIAkjtlG.jpg,1,1,2,2,2
290,2212,./annot_3000_hate/EgP0OwTWkAAwIS_.jpg,0,2,1,1,4
291,529,./annot_2000_no_politics/E0J9kMFXoAglesU.jpg,0,1,1,1,1
292,2596,./annot_3000_hate/Ep3Q796UcAIUmeO.jpg,0,1,2,2,1
293,665,./annot_2000_no_politics/EohDcrMVoAUO31I.jpg,1,2,1,2,2
294,895,./annot_3000_hate/EQDg4FtWkAEhivk.jpg,1,1,2,2,1
295,706,./annot_2000_no_politics/Ep_FNrsUUAEjEN9.jpg,1,1,1,1,1
296,1656,./annot_2000_no_politics/Eo4LCc2XEAAX80y.jpg,0,1,2,1,1
297,2250,./annot_3000_hate/EUsnBWQWAAMesoO.jpg,0,1,1,1,2
298,572,./annot_2000_no_politics/EWBi6CGXQAAZfHX.jpg,0,1,1,2,1
299,963,./annot_2000_no_politics/ERe3lLAX0AAjGJn.jpg,1,2,2,4,2
300,1096,./annot_3000_hate/EUw7U--UcAEEzsh.jpg,1,1,2,2,1
301,2785,./annot_3000_hate/EfuU0InXYAMAauU.jpg,0,1,1,2,1
302,1287,./annot_3000_hate/EelhlmpXYAEh0fG.jpg,1,1,1,2,1
303,2872,./annot_3000_hate/EP8SgmNWoAI9NWo.jpg,0,1,2,2,1
304,543,./annot_2000_no_politics/Ex6v-chWgAAuX-6.jpg,0,1,3,1,1
305,581,./annot_3000_hate/Eoua2uLU0AMaytM.jpg,1,2,2,2,3
306,1563,./annot_2000_no_politics/EgCPzJHXkAENP8Q.jpg,0,2,1,1,1
307,1925,./annot_3000_hate/EftSUW4WkAI7K3K.jpg,1,1,2,2,1
308,1737,./annot_3000_hate/EP90IONXkAERlwe.jpg,1,1,2,2,1
309,1460,./annot_3000_hate/EWBz36hXgAIhNGD.jpg,0,1,1,1,1
