,id,img,label,pred_amz_value
108,792,./annot_3000_hate/EU2j3sGWAAA1ES5.jpg,1,0
109,96,./annot_2000_no_politics/EeZrIUYWAAAh86x.jpg,0,0
110,222,./annot_3000_hate/EoHsbfqUUAInFyQ.jpg,0,0
111,2546,./annot_3000_hate/EUt6BbxVAAEvckJ.jpg,0,0
112,843,./annot_3000_hate/Ee_2ZgPWAAIg8g4.jpg,0,0
113,1520,./annot_2000_no_politics/EpFSFfJXYAMwnkO.jpg,0,0
114,81,./annot_3000_hate/EecqdFCUcAAKluZ.jpg,0,0
115,375,./annot_2000_no_politics/EQ8vM02VAAE_qgv.jpg,0,0
116,1857,./annot_3000_hate/EpZBg7sW8AINrH5.jpg,0,0
117,641,./annot_2000_no_politics/Eo-16F7U8AEMGRv.jpg,0,0
118,1479,./annot_2000_no_politics/EovQSzzXcAI8-4T.jpg,0,0
119,2229,./annot_3000_hate/ERl0Rz4WkAMTqm9.jpg,0,0
120,555,./annot_3000_hate/EQ6xVRxXsAALEG5.jpg,0,0
121,1902,./annot_3000_hate/EUNWoHDVAAIUcAK.jpg,0,0
122,406,./annot_3000_hate/EV699TbX0AYXDgB.jpg,0,0
123,1648,./annot_3000_hate/EpIQ1AmXYAYjpTp.jpg,1,0
124,501,./annot_3000_hate/EV9XZbcUwAIZwbN.jpg,0,0
125,38,./annot_3000_hate/EQ8DiZBUcAAwpes.jpg,0,0
126,787,./annot_2000_no_politics/Et1dJ39XEAAwgtX.jpg,0,0
127,618,./annot_3000_hate/EgLzdnBWoAE7MFE.jpg,0,0
128,2794,./annot_3000_hate/EWdwd28VAAE7ZY_.png,0,0
129,2237,./annot_3000_hate/Eyem4W0WUAEaA-B.png,0,0
130,892,./annot_2000_no_politics/EtZ5flNWYAg7aVI.jpg,0,0
131,2302,./annot_3000_hate/EQqYy9oX0AAxeGb.jpg,0,0
132,1993,./annot_3000_hate/EemyfsYXsAEW55T.jpg,0,0
133,2478,./annot_3000_hate/EyHi_yPUUAEOXVT.jpg,0,0
134,2023,./annot_3000_hate/EgPDpxSUEAAEHM4.jpg,0,0
135,1491,./annot_3000_hate/EUoqYosUUAEomrJ.jpg,1,0
136,260,./annot_3000_hate/EVFTSWlXsAUtsEK.jpg,0,0
137,1590,./annot_2000_no_politics/EfD9d45WsAAI9Aq.jpg,0,0
138,1560,./annot_3000_hate/EVrNu87U0AAk4iv.jpg,1,0
139,130,./annot_2000_no_politics/EpSG4JmVQAIa-AW.jpg,0,0
140,1580,./annot_3000_hate/EoMuqsWXcAA7Ofn.jpg,0,0
141,1284,./annot_3000_hate/Ezc5ItXUUAgu2QB.jpg,0,0
142,1460,./annot_2000_no_politics/ERfP92wXkAAQC87.jpg,0,0
143,1749,./annot_3000_hate/EVxB39QUMAUtZBW.jpg,0,0
144,2014,./annot_3000_hate/EQjdqJmXkAIc7xb.jpg,0,0
145,1913,./annot_2000_no_politics/Ex3l3tIUUAA0sPo.jpg,1,0
146,2098,./annot_3000_hate/EeYZv8gUMAE_nnt.jpg,0,0
147,2004,./annot_3000_hate/EQIZKcxXYAIWYuQ.jpg,0,0
148,2501,./annot_3000_hate/EyqcJ0TUcAAIHED.jpg,0,0
149,144,./annot_3000_hate/EokaYBLW8AAAqyR.jpg,1,0
150,944,./annot_3000_hate/EpocDW-XcAEJSQB.jpg,0,0
151,1184,./annot_3000_hate/ERo1nGrXUAA4xqI.jpg,0,0
152,1277,./annot_2000_no_politics/EWQyqCtWkAA7PVM.jpg,0,0
153,1852,./annot_2000_no_politics/EeVBQOWUwAA6sJR.jpg,1,0
154,1413,./annot_3000_hate/EtOBV46XcAAQfz7.jpg,0,0
155,608,./annot_3000_hate/EWb_nVZWAAMGxst.png,0,0
156,2123,./annot_3000_hate/EfmaydxXgAofQrd.jpg,1,0
157,1785,./annot_3000_hate/EV91LaiXQAcyr5X.jpg,0,0
158,141,./annot_2000_no_politics/EWKrpO_WsA0WzGF.jpg,1,0
159,1660,./annot_3000_hate/EffiMupU4AAB9KN.jpg,0,0
160,842,./annot_3000_hate/EQBHIR5WoAE3Zgk.jpg,0,0
161,257,./annot_2000_no_politics/EuyoSDaUcAAK8Qb.jpg,0,0
162,957,./annot_2000_no_politics/EQjdqJmXkAIc7xb.jpg,1,0
163,1295,./annot_2000_no_politics/EWwXgo-WsAAcLf7.jpg,0,0
164,1531,./annot_3000_hate/Ef5LJczXoActmE2.png,0,0
165,1840,./annot_2000_no_politics/EWjwj3UUcAAyNA3.jpg,0,0
166,1287,./annot_3000_hate/EelhlmpXYAEh0fG.jpg,1,0
167,1634,./annot_2000_no_politics/EgGsVIGX0AEfHaQ.jpg,0,0
168,349,./annot_3000_hate/EzZoC0ZVEAE4C8I.jpg,0,0
169,470,./annot_3000_hate/EellnQMXgAMTuJN.jpg,0,0
170,1978,./annot_2000_no_politics/Ezz7p3zUYAcmcBS.jpg,0,0
171,1906,./annot_3000_hate/EQlSXhvXkAAD5mc.jpg,1,0
172,2108,./annot_3000_hate/Eyz2lfbWYAQD1S5.jpg,1,0
173,177,./annot_3000_hate/EfiAq_4XsAIq4kW.jpg,0,0
174,1826,./annot_2000_no_politics/EVf--WIXQAMQITK.jpg,1,0
175,1848,./annot_2000_no_politics/EyvnktcWgAAZXfr.jpg,0,0
176,1135,./annot_2000_no_politics/EVtBvxFWsAEXJGf.png,0,0
177,1505,./annot_2000_no_politics/EVQ_nmqWoAAGzTj.jpg,0,0
178,1182,./annot_3000_hate/EyMP_edXMAAnDIA.jpg,1,0
179,41,./annot_2000_no_politics/EtZ9XuBXcAEiqmb.jpg,1,0
180,1198,./annot_3000_hate/EtvEuJGXcAAqbSA.png,0,0
181,1615,./annot_3000_hate/EfJuPkeX0AAWGxG.jpg,1,0
182,1962,./annot_2000_no_politics/Ex4IkElVIAE-X56.jpg,1,0
183,576,./annot_2000_no_politics/EygsiGyWQAAFMab.jpg,0,0
184,1818,./annot_2000_no_politics/Ezu2hreUUAEVcH4.jpg,0,0
185,1954,./annot_2000_no_politics/ERA-RSoUEAASpBG.jpg,1,0
186,307,./annot_3000_hate/EVmr47IUwAArnjP.jpg,0,0
187,1691,./annot_3000_hate/EpG2jwGW8AACTxW.jpg,0,0
188,2253,./annot_3000_hate/EWXsB3lWkAAC5Te.jpg,1,0
189,877,./annot_2000_no_politics/Eqgoef1UUAAToS1.jpg,0,0
190,1676,./annot_2000_no_politics/EeS___mUMAApMSG.jpg,0,0
191,443,./annot_3000_hate/EWioUC4U4AABb9J.jpg,0,0
192,1460,./annot_3000_hate/EWBz36hXgAIhNGD.jpg,0,0
193,570,./annot_3000_hate/EeYGaTyUwAAVN3B.jpg,0,0
194,1430,./annot_3000_hate/EzZR-a6XMAAbLVS.jpg,0,0
195,700,./annot_3000_hate/EUhOG2TWsAEwQRY.png,0,0
196,1163,./annot_2000_no_politics/Eeag8f8U8AArU_1.jpg,0,0
197,522,./annot_3000_hate/EfbLvEwWAAIY-Uj.jpg,1,0
198,1522,./annot_3000_hate/EgXg6EcUwAAE63E.jpg,0,0
199,261,./annot_3000_hate/EfKa60GUYAAOzl6.jpg,0,0
200,632,./annot_3000_hate/ERLs_JCWoAEXTDj.jpg,0,0
201,12,./annot_2000_no_politics/EgDPo5xXkAIfFvf.png,0,0
202,2579,./annot_3000_hate/EVHm4maWkAAH0Oh.jpg,1,0
203,928,./annot_2000_no_politics/EVfYtvRU4AIqEuH.jpg,1,0
204,619,./annot_3000_hate/EVwJANOXsAAuAT4.png,0,0
205,537,./annot_2000_no_politics/Efn5UvcVAAAFj4z.jpg,0,0
206,2300,./annot_3000_hate/EzlXNLVWEAQ_FDo.jpg,0,0
207,2717,./annot_3000_hate/EUig_TEXsAQb654.jpg,0,0
208,225,./annot_3000_hate/EVLlB3kUcAAYT5d.jpg,0,0
209,2927,./annot_3000_hate/EUyVuVXUYAE_dcr.jpg,0,0
210,2532,./annot_3000_hate/Ef3ZVCoWsAIBzCT.jpg,0,0
211,2028,./annot_3000_hate/Ex-Q5_YXIAgdM_D.jpg,0,0
212,1991,./annot_2000_no_politics/Et6QnF4U0AAUfyv.jpg,0,0
213,2726,./annot_3000_hate/EfBpStNXsAEUZYK.jpg,0,0
214,744,./annot_3000_hate/EelqeJFWAAMLk4V.jpg,0,0
215,439,./annot_3000_hate/Cnmi68uWEAAmxD6.jpg,1,0
216,143,./annot_3000_hate/EVcEEQ0WkAANAsd.jpg,0,0
217,1363,./annot_2000_no_politics/EfR6b7YWsAE8XcR.jpg,0,0
218,1387,./annot_2000_no_politics/E0AJvBEWUAUqD6-.jpg,0,0
219,2059,./annot_3000_hate/EgtGd3QUwAAZEGF.jpg,1,0
220,1629,./annot_3000_hate/EpP3BzNVQAAi67V.jpg,0,0
221,956,./annot_3000_hate/EVLaLPpUwAAdt2z.jpg,1,0
222,464,./annot_3000_hate/EVCqcS3WAAED-9y.jpg,0,0
223,43,./annot_3000_hate/EgsbkTrXgAExTgT.jpg,0,0
224,756,./annot_2000_no_politics/EyFTTQHXEAAFae7.jpg,0,1
225,1656,./annot_2000_no_politics/Eo4LCc2XEAAX80y.jpg,0,0
226,302,./annot_3000_hate/EV7mUcMWkAAaSKd.jpg,1,0
227,1876,./annot_3000_hate/Ez2k0UOXIAMVjyI.jpg,0,0
228,611,./annot_3000_hate/EVUVERYUMAA3alb.png,0,0
229,563,./annot_3000_hate/EumlmveXIBMEcB-.png,1,0
230,1668,./annot_3000_hate/EV4zEIrXQAAE_Z3.jpg,1,0
231,651,./annot_2000_no_politics/EpXyVD9U0AEHR9M.jpg,0,0
232,554,./annot_3000_hate/Efy8slPWoAASyK_.jpg,0,0
233,239,./annot_2000_no_politics/EfGeCu3WkAQkXAU.jpg,0,0
234,2037,./annot_3000_hate/EWPoj9yWAAAmtgN.jpg,0,0
235,1297,./annot_2000_no_politics/EUjIk5jXsAMEfP5.jpg,1,0
236,1181,./annot_3000_hate/EtaKhG4XIAs-kMJ.jpg,0,0
237,623,./annot_2000_no_politics/EqZvJykXYAIq-D2.jpg,0,0
238,66,./annot_3000_hate/EVxFGpOXQAANm-I.jpg,0,0
239,2097,./annot_3000_hate/EeTnyFxXsAAPKX7.jpg,0,0
240,1547,./annot_3000_hate/EQCuhtnUYAEOmF6.jpg,0,0
241,206,./annot_2000_no_politics/Eoj4P6oXcAU1eo3.jpg,0,0
242,164,./annot_2000_no_politics/EfA6QiLXsAIL601.jpg,0,0
243,2588,./annot_3000_hate/EUhgaH5UMAIUxVq.jpg,0,0
244,1391,./annot_3000_hate/Ef2tms6U0AAXKi4.jpg,0,0
245,2538,./annot_3000_hate/EWUly7mX0AM4EsS.jpg,0,0
246,1436,./annot_2000_no_politics/EuT3ndxXUAYrXAL.jpg,0,0
247,504,./annot_3000_hate/Ep5sD8oXUAEm_9e.jpg,0,0
248,1964,./annot_3000_hate/EUxExInWsAA4E5-.jpg,0,0
249,236,./annot_2000_no_politics/Et8ftM3XEAIt0Zq.jpg,0,0
250,2027,./annot_3000_hate/Ep7ER9LW8AAb1wO.jpg,1,0
251,2658,./annot_3000_hate/Egmps5FXgAAbwnN.png,0,0
252,1498,./annot_3000_hate/EgMSJU1XgAAhv0g.jpg,1,0
253,1970,./annot_3000_hate/EzzhT6OX0AAypDv.jpg,0,0
254,2346,./annot_3000_hate/Ep8X2TQXMAEn3pR.jpg,0,0
255,2032,./annot_3000_hate/EQTBhFgVUAEGYAp.jpg,0,0
256,991,./annot_2000_no_politics/EtgR_ByXMAAN6gv.jpg,0,0
257,515,./annot_2000_no_politics/EeUOWLNUEAEVhd7.jpg,0,0
258,2488,./annot_3000_hate/Eoly09yVgAM08_k.jpg,0,0
259,1014,./annot_2000_no_politics/Een4qzXWsAEGfB7.jpg,1,0
260,710,./annot_3000_hate/Ee-1n5-WkAAf_Gc.jpg,0,0
261,407,./annot_2000_no_politics/EfL3KnQXkAEDcyF.jpg,0,0
262,737,./annot_3000_hate/EvQEnk9XIBcmFVe.jpg,0,0
263,1634,./annot_3000_hate/EP-sOzqUEAAj8lt.jpg,0,0
264,844,./annot_2000_no_politics/EpZc-2YWwAMELKG.jpg,0,0
265,1867,./annot_2000_no_politics/EppoQ58WMAAZ0v2.png,0,0
266,1447,./annot_3000_hate/EgsdKLmX0AYgDC9.jpg,0,0
267,1422,./annot_3000_hate/EeruH83XoAEp-ru.png,1,0
268,426,./annot_3000_hate/ERPhQ5ZWkAEWNgn.jpg,0,0
269,671,./annot_3000_hate/EVD4xfzUwAA7pPG.jpg,0,0
270,1230,./annot_3000_hate/EyB147PXAAQU79j.jpg,0,0
271,1654,./annot_2000_no_politics/EV7q4OBWkAACClX.jpg,0,0
272,192,./annot_3000_hate/EgB9jBOXkAA1w5Z.jpg,0,0
273,2457,./annot_3000_hate/EQDaykiXsAEwGCV.jpg,0,0
274,451,./annot_2000_no_politics/Eeg16PIXoAAREWF.jpg,0,0
275,273,./annot_3000_hate/EVzvJ4QXgAE9RJJ.jpg,1,0
276,2149,./annot_3000_hate/EUyTbavXQAcPOVT.jpg,0,0
277,2496,./annot_3000_hate/Ee5tlk4WsAEKsJN.jpg,0,0
278,591,./annot_3000_hate/EfUb9BlXoAEY1w0.jpg,0,0
279,1998,./annot_3000_hate/EtOjQMcXcAMGr9V.jpg,0,0
280,138,./annot_2000_no_politics/Et0NL4BWQAATbKp.jpg,1,0
281,868,./annot_3000_hate/EzpsHLFXsAEz7ik.png,0,0
282,980,./annot_3000_hate/EoeEpz2UYAIB1Qp.jpg,0,0
283,1609,./annot_3000_hate/EVrjESTUcAERjdC.jpg,1,0
284,765,./annot_3000_hate/EoSGFp4XUAMd2Q2.jpg,1,0
285,483,./annot_2000_no_politics/EfxhRXnXoAgxO3l.png,0,0
286,1596,./annot_3000_hate/EetC09rWAAEj2k5.jpg,0,0
287,1202,./annot_2000_no_politics/Ez-cLKAXMAIjBnt.jpg,0,0
288,1364,./annot_2000_no_politics/EfTMn9mVoAIIpTA.jpg,0,0
289,489,./annot_2000_no_politics/EpXCukSVEAADMFa.jpg,0,0
290,2722,./annot_3000_hate/EWZ2GYUWoAA9Hyz.jpg,0,0
291,42,./annot_2000_no_politics/EVVO290WsAEk8ia.jpg,0,0
292,2255,./annot_3000_hate/EfHDwczXYAEB_VS.jpg,1,0
293,2364,./annot_3000_hate/EqNJ703WMAc6w7i.jpg,0,0
294,2417,./annot_3000_hate/ERAoFnAU4AA0Plb.jpg,1,0
295,1979,./annot_2000_no_politics/EeWbHNsU8AYvLRw.jpg,0,0
296,1806,./annot_2000_no_politics/Ex67pC1U4AA1UV_.jpg,0,0
297,1856,./annot_3000_hate/EglplUVXgAAxOTg.jpg,0,0
298,2754,./annot_3000_hate/ERI5gpIVUAAXYKI.jpg,0,0
299,968,./annot_2000_no_politics/EV_datlWkAAqjqP.png,1,0
300,269,./annot_3000_hate/EWEWPr8UYAAT299.jpg,1,0
301,1696,./annot_2000_no_politics/EQpphPKWAAQLSUW.jpg,1,0
302,2583,./annot_3000_hate/EexhJAFX0AAtQT5.jpg,1,0
303,1047,./annot_3000_hate/EUiY3yHUUAI5S2t.jpg,0,0
304,678,./annot_3000_hate/Eet135hU0AA2jYc.jpg,1,0
305,1257,./annot_2000_no_politics/ERkarN6WoAQRbBa.jpg,1,0
306,905,./annot_2000_no_politics/EgNiDrFXsAQ0PXX.jpg,1,0
307,586,./annot_2000_no_politics/EpFio6DWMAASR4O.png,1,0
308,908,./annot_2000_no_politics/EQcAdC8XYAAGAzy.jpg,1,0
309,1897,./annot_3000_hate/EeVXDtqWsAAHbxF.jpg,0,0
310,104,./annot_3000_hate/EWaInCyX0AcnyI5.jpg,0,0
311,762,./annot_3000_hate/EVqJngwU4AET78m.jpg,0,0
312,100,./annot_3000_hate/EgjbBbIWkAAinJO.png,1,0
313,812,./annot_3000_hate/EeVqmfCWoAAVpk6.jpg,0,0
314,741,./annot_2000_no_politics/EVrtrf9WsAI7ZZ4.jpg,0,0
315,410,./annot_3000_hate/Eflm34hWAAIxBvZ.jpg,0,0
316,1957,./annot_3000_hate/EVVO290WsAEk8ia.jpg,0,0
317,890,./annot_3000_hate/EVPi0vrVAAMHbyS.jpg,0,0
318,777,./annot_3000_hate/Eu9y9a5WYAAbVqi.jpg,0,0
319,530,./annot_2000_no_politics/EQSqs8nU0AAQ99F.jpg,1,0
320,2737,./annot_3000_hate/EUtNXRYWsAUBXtQ.jpg,1,0
321,2270,./annot_3000_hate/EfQEJLJUEAA3Sgs.jpg,0,0
322,263,./annot_3000_hate/Ezi3LLiXEAMYsSB.jpg,0,0
323,493,./annot_2000_no_politics/EelWvTWXoAIizKZ.jpg,0,0
324,807,./annot_2000_no_politics/EujwxHxVgAEzglH.jpg,0,0
325,1127,./annot_2000_no_politics/EPwHth8WoAAuZBW.jpg,1,0
326,2169,./annot_3000_hate/EobHKcWW8AI4kCp.jpg,0,0
327,1895,./annot_3000_hate/EWUglRIWoAERBRk.jpg,1,0
328,1793,./annot_3000_hate/EVeX7ElUEAA7PS4.jpg,0,0
329,1472,./annot_2000_no_politics/EWgGjwzUMAAn1na.jpg,1,0
330,318,./annot_3000_hate/Eedgar1XkAA9tRG.jpg,0,0
331,1439,./annot_2000_no_politics/EtzB811U0AI_IUl.jpg,0,0
332,360,./annot_2000_no_politics/EeoaAUUWsAEIkZ0.jpg,0,0
333,1349,./annot_2000_no_politics/EV2_V8lUEAAFFxG.jpg,0,0
334,610,./annot_2000_no_politics/EPuO2xFWkAIJqFA.jpg,0,0
335,76,./annot_3000_hate/Eow8W_RXEAEZaR4.jpg,0,0
336,1804,./annot_3000_hate/EVLH3cKU4AARy7_.jpg,0,0
337,759,./annot_2000_no_politics/EV7q_Z_XsAAq4SZ.jpg,0,0
338,1763,./annot_2000_no_politics/EzXNcvEVEA0lxtQ.jpg,0,0
339,2312,./annot_3000_hate/EgT_Zb0WAAE2xwM.jpg,0,0
340,588,./annot_3000_hate/EgHoHOkWAAEZXj2.jpg,0,0
341,1141,./annot_2000_no_politics/EVuiLdyXkAAlXFa.jpg,0,0
342,1534,./annot_3000_hate/Ez0JCh6X0AMsXkH.jpg,0,0
343,1071,./annot_3000_hate/EfT5Y6dXYAIehQs.jpg,0,0
344,1552,./annot_3000_hate/EpZFMPBWEAEGaYG.jpg,1,0
345,2885,./annot_3000_hate/EejwF6pUEAEZ7Ys.jpg,1,0
346,161,./annot_3000_hate/Ee89sUgUYAEJKfq.jpg,0,0
347,891,./annot_2000_no_politics/Ez0RniNWUAA0GPd.jpg,1,0
348,1139,./annot_3000_hate/EQDk5DgU4AAoFcO.jpg,0,0
349,1104,./annot_3000_hate/EWP8wppXgAAXvfr.jpg,0,0
350,2029,./annot_3000_hate/EqQhp0LW4AIXlz_.jpg,0,0
351,1232,./annot_2000_no_politics/EtuitlEXMAEo_4j.jpg,0,0
352,767,./annot_2000_no_politics/EyqwQelXMAYtubu.jpg,1,0
353,1111,./annot_3000_hate/ERQSD_-XsAAMHbI.png,0,0
354,1598,./annot_3000_hate/EgtKD1hUMAAITRQ.jpg,0,0
355,1756,./annot_2000_no_politics/EVbuOLUUcAE9TS1.jpg,0,0
356,2957,./annot_3000_hate/EVOPk8jUUAEcj7I.jpg,1,0
357,822,./annot_3000_hate/Et_fMZxXIAAVscM.jpg,0,0
358,2903,./annot_3000_hate/EQXmzu-U0AAB72N.jpg,1,0
