id,img,label,pred_gv,pred_cl,pred_da,pred_amz,pred_total
19,./annot_2000_no_politics/EoVfmyRXIAAbvwH.jpg,0,0,0,0,0,0
20,./annot_2000_no_politics/EP3y8QyX4AAHaY-.jpg,0,0,0,0,0,0
20,./annot_3000_hate/EWKrpO_WsA0WzGF.jpg,1,0,0,0,0,0
21,./annot_3000_hate/EQ1_aXFW4AEKNHK.jpg,1,0,0,0,0,0
21,./annot_2000_no_politics/EuzOLCvVcAQP5Sf.jpg,0,0,0,0,0,0
22,./annot_2000_no_politics/EeYBIAWWsAAUJ1A.jpg,0,0,0,0,0,0
22,./annot_3000_hate/EyL78-TUUAEW_rL.jpg,0,0,0,0,0,0
23,./annot_2000_no_politics/Ee_VvCJVoAE7of2.jpg,0,0,0,0,0,0
23,./annot_3000_hate/EgH_qZ2VAAEcugv.jpg,1,0,0,0,0,0
24,./annot_3000_hate/EU3dJBqXQAIahg9.jpg,0,0,0,0,0,0
24,./annot_2000_no_politics/EQlNNvXXYAEjZQN.jpg,0,0,0,0,0,0
25,./annot_2000_no_politics/Eojhbh9W4AEyn-Q.jpg,1,0,0,0,0,0
25,./annot_3000_hate/EpiG1jIUwAA07Zy.jpg,0,0,0,0,0,0
26,./annot_2000_no_politics/EV-NHFAXYAEMI2y.jpg,1,0,0,0,0,0
26,./annot_3000_hate/EQC3hI2UcAAeEsZ.jpg,1,0,0,0,0,0
27,./annot_3000_hate/EWpR9UJVAAAy2F4.jpg,0,0,0,0,0,0
27,./annot_2000_no_politics/Ef2m_ZAU8AEPOt2.jpg,0,0,0,0,0,0
28,./annot_2000_no_politics/EgJk2qqXkAAg8YP.jpg,0,0,0,0,0,0
28,./annot_3000_hate/ERrOYijWoAEeL8K.jpg,0,0,0,1,0,1
29,./annot_2000_no_politics/Ezz_fzwXoAYKUSE.jpg,0,0,0,0,0,0
29,./annot_3000_hate/EWioQhJXkAAnV3R.jpg,0,0,0,0,0,0
30,./annot_3000_hate/Ep-_-a8UYAE20Q9.jpg,0,0,0,0,0,0
30,./annot_2000_no_politics/EywEBFcVIAEMEi_.jpg,1,0,0,0,0,0
31,./annot_3000_hate/EgTRmrtX0AAaFZ7.jpg,1,0,0,0,0,0
31,./annot_2000_no_politics/Et0Swj8XIAEbhoL.jpg,0,0,0,0,0,0
32,./annot_2000_no_politics/EfilGZlUEAACRml.jpg,0,0,0,0,0,0
32,./annot_3000_hate/Eozr5dEVgAAVdUm.jpg,0,0,0,0,0,0
33,./annot_3000_hate/Efgcv-xWsAA_xiL.jpg,0,0,0,0,0,0
33,./annot_2000_no_politics/EvFZ-d0XYAI_cx5.jpg,0,0,0,0,0,0
34,./annot_2000_no_politics/EqJSQ8aVEAAqhSD.jpg,0,0,0,0,0,0
34,./annot_3000_hate/EQgs17WWsAAG4EC.jpg,0,0,0,0,0,0
35,./annot_3000_hate/EoLFw-MUwAAJplB.jpg,0,0,0,0,0,0
35,./annot_2000_no_politics/EeTx-2PXsAA_x4t.jpg,1,0,0,0,0,0
36,./annot_2000_no_politics/EUieY4MWoAAzxGK.jpg,0,0,0,0,0,0
36,./annot_3000_hate/EfFWkHrWoAE-Hv5.jpg,0,0,0,0,0,0
37,./annot_3000_hate/EvAqPwoVcAAlwL8.jpg,0,0,0,0,0,0
37,./annot_2000_no_politics/EU8nZbkU4AI-Kd_.jpg,0,0,0,0,0,0
38,./annot_2000_no_politics/EUhwG5UU0AAr7CM.jpg,0,0,0,0,0,0
38,./annot_3000_hate/EQ8DiZBUcAAwpes.jpg,0,0,0,0,0,0
39,./annot_3000_hate/EWaYZ5HWkAATaS3.jpg,1,0,0,0,0,0
39,./annot_2000_no_politics/EVGAIHpXQAMW90t.jpg,0,0,0,0,0,0
40,./annot_2000_no_politics/EVvvDY_UMAAq5eF.jpg,1,0,0,0,0,0
40,./annot_3000_hate/EfE7g4WX0AIiSHG.jpg,0,0,0,0,0,0
41,./annot_3000_hate/EWnTlpnU4AA2G3N.jpg,0,0,0,0,0,0
41,./annot_2000_no_politics/EtZ9XuBXcAEiqmb.jpg,1,0,0,0,0,0
42,./annot_2000_no_politics/EVVO290WsAEk8ia.jpg,0,0,0,0,0,0
42,./annot_3000_hate/Ex6vMUdXAAAOoqo.jpg,0,0,0,0,0,0
43,./annot_3000_hate/EgsbkTrXgAExTgT.jpg,0,0,0,0,0,0
43,./annot_2000_no_politics/Eu-AAMBXYAEwZZD.jpg,1,0,0,0,0,0
44,./annot_3000_hate/EUsMO0IXQAAVVyH.jpg,0,0,0,0,0,0
44,./annot_2000_no_politics/EyEId8NXAAQ40mB.jpg,0,0,0,0,0,0
45,./annot_3000_hate/EVxUhgGX0AI64Jx.jpg,0,0,0,0,0,0
45,./annot_2000_no_politics/EQPsQbHUUAAd3LJ.jpg,0,0,0,0,0,0
46,./annot_3000_hate/Eo9WcdyXUAAhbDS.jpg,0,0,0,0,0,0
46,./annot_2000_no_politics/EgZOLg2X0AEQ3xN.png,0,0,0,0,0,0
47,./annot_2000_no_politics/EVpROlgX0AITodw.jpg,0,0,0,0,0,0
47,./annot_3000_hate/EWD6oeoUwAY-1f8.jpg,1,0,0,0,0,0
48,./annot_3000_hate/ERQcp0lWkAA7yZX.jpg,0,0,0,0,0,0
48,./annot_2000_no_politics/EpantmsU8AA5G0m.jpg,0,0,0,0,0,0
49,./annot_3000_hate/EgNHmawWoAQtKi-.jpg,0,0,0,0,0,0
49,./annot_2000_no_politics/EymAdFsXAAAPCTI.jpg,1,0,0,0,0,0
50,./annot_2000_no_politics/Ez0YiIVWYAQrfk8.jpg,1,0,0,0,0,0
50,./annot_3000_hate/EyOjjqWWEAMuy-A.jpg,0,0,0,0,0,0
51,./annot_2000_no_politics/EWWNCFjXsAAlLqi.jpg,0,0,0,0,0,0
51,./annot_3000_hate/EetKtzaUcAErOdJ.png,1,0,0,0,0,0
52,./annot_3000_hate/EeT3AmgUMAAvxeL.jpg,0,0,0,0,0,0
52,./annot_2000_no_politics/EQTWa09XkAA3zHR.jpg,0,0,0,0,0,0
53,./annot_3000_hate/Eo9ON9XWEAMffYM.jpg,1,1,0,0,0,1
53,./annot_2000_no_politics/EVonKPYUEAAFSEx.jpg,1,0,0,0,0,0
54,./annot_2000_no_politics/EP3HEdOUwAAavsF.jpg,0,0,0,0,0,0
54,./annot_3000_hate/Ee87IRhXkAgMTvT.jpg,0,0,0,0,0,0
55,./annot_2000_no_politics/EWDC3o5XgAArpJ7.jpg,1,0,0,0,0,0
55,./annot_3000_hate/Ep3rmygXEAEkIgI.jpg,0,0,0,0,0,0
56,./annot_2000_no_politics/Epht_KUXUAMSTGo.jpg,0,0,0,0,0,0
56,./annot_3000_hate/EVboBp-WAAUSQCO.jpg,0,0,0,0,0,0
57,./annot_2000_no_politics/EeXb-T2WkAMp64B.jpg,1,0,0,0,0,0
57,./annot_3000_hate/EoToR1nUYAADoJl.jpg,1,0,0,0,0,0
58,./annot_2000_no_politics/EU5FIalUMAAxgQ7.jpg,0,0,0,0,0,0
58,./annot_3000_hate/Et0cORTXcAMy_Bs.jpg,0,0,0,0,0,0
59,./annot_3000_hate/EpZPP6JXMAInDs4.jpg,0,0,0,0,0,0
59,./annot_2000_no_politics/EV7K8TjXQAEaSZw.png,1,0,0,0,0,0
60,./annot_3000_hate/Ee6niGJWkAEInAC.jpg,1,0,0,0,0,0
60,./annot_2000_no_politics/EVwm-fQX0AArNNP.jpg,0,0,0,0,0,0
61,./annot_2000_no_politics/Efy3K74WAAAKX_W.jpg,0,0,0,0,0,0
61,./annot_3000_hate/EVZ50T1UwAIXGoP.jpg,0,0,0,0,0,0
62,./annot_2000_no_politics/EolpuPKWEAEaFT9.jpg,0,0,0,0,0,0
62,./annot_3000_hate/ERxQeZnW4AEIJ42.jpg,0,0,0,0,0,0
63,./annot_3000_hate/Eo2AjmqXUAIKN8M.jpg,0,0,0,0,0,0
63,./annot_2000_no_politics/EVVoZ03XsAEMgXl.jpg,0,0,0,0,0,0
64,./annot_3000_hate/EWZdOzUXQAELo6k.jpg,0,0,0,0,0,0
64,./annot_2000_no_politics/Ef3vpJ-WkAAuI8U.jpg,1,0,0,0,0,0
65,./annot_3000_hate/EygsiGyWQAAFMab.jpg,0,1,0,0,0,1
65,./annot_2000_no_politics/EVsE4c8WAAERrTY.jpg,0,0,0,0,0,0
66,./annot_3000_hate/EVxFGpOXQAANm-I.jpg,0,0,0,0,0,0
66,./annot_2000_no_politics/ERo1nGrXUAA4xqI.jpg,0,0,0,0,0,0
67,./annot_2000_no_politics/EVf3WLKU0AAi6Np.jpg,0,0,0,0,0,0
67,./annot_3000_hate/EVQi0R_XsAcm3jY.jpg,0,0,0,0,0,0
68,./annot_3000_hate/EWh1YZOXgAAzEk6.jpg,0,0,0,0,0,0
68,./annot_2000_no_politics/Eul6pgqXcAkg4-N.jpg,1,0,0,0,0,0
69,./annot_3000_hate/EUr4-s3WAAA8DV8.jpg,0,0,0,0,0,0
69,./annot_2000_no_politics/Ey_AyJwXMAY-vwE.png,0,1,0,0,0,1
70,./annot_2000_no_politics/EyHi_yPUUAEOXVT.jpg,0,0,0,0,0,0
70,./annot_3000_hate/Ee7IOilWkAAoVu8.jpg,1,0,0,0,0,0
71,./annot_3000_hate/EQn4TbbUwAExGcT.jpg,0,1,0,0,0,1
71,./annot_2000_no_politics/EyTBGHAWQAEDqLa.jpg,0,0,0,0,0,0
72,./annot_3000_hate/EyHvrVTVgAU5tvt.jpg,0,0,0,0,0,0
72,./annot_2000_no_politics/EWBpAioU0AE930Z.jpg,0,0,0,0,0,0
73,./annot_2000_no_politics/EcI9AitWkAAB1V9.jpg,0,0,0,0,0,0
73,./annot_3000_hate/EfPUm8YUMAIIBG5.jpg,0,0,0,1,0,1
74,./annot_3000_hate/EUlqPNoUcAAfEPk.jpg,0,0,0,0,0,0
74,./annot_2000_no_politics/EgQ26RvU8AI3iMi.jpg,0,0,0,0,0,0
75,./annot_2000_no_politics/EpQBxlxVEAAOoGQ.jpg,1,0,0,0,0,0
75,./annot_3000_hate/EfTHK6ZUMAABjaS.jpg,0,0,0,0,0,0
76,./annot_2000_no_politics/EVp8cvMU4AYUdQm.jpg,0,0,0,0,0,0
76,./annot_3000_hate/Eow8W_RXEAEZaR4.jpg,0,0,0,0,0,0
77,./annot_3000_hate/Eug-15ZXIAwgOFM.jpg,0,0,0,0,0,0
77,./annot_2000_no_politics/EqgveMUW8AEzsxS.jpg,0,0,0,0,0,0
78,./annot_2000_no_politics/EfxKDx6XkAAFY0Q.jpg,0,0,0,0,0,0
78,./annot_3000_hate/Eogq4SMW8AEkrmg.jpg,1,0,0,0,1,1
79,./annot_3000_hate/EQdNPzGUcAABbig.jpg,0,0,0,0,0,0
79,./annot_2000_no_politics/Efs3EppWsAAbb5z.jpg,0,0,0,0,0,0
80,./annot_3000_hate/EgTTxUuWkAkxkbw.jpg,0,0,0,0,0,0
80,./annot_2000_no_politics/EeZjzMKVoAATyx9.jpg,1,0,0,0,0,0
81,./annot_3000_hate/EecqdFCUcAAKluZ.jpg,0,0,0,0,0,0
81,./annot_2000_no_politics/EVt4IFmXQAEelgU.jpg,1,0,0,0,0,0
82,./annot_3000_hate/EQ6qqSLW4AAHjKg.jpg,0,0,0,0,0,0
82,./annot_2000_no_politics/EgDkn_JWAAIPQP_.jpg,1,0,0,0,0,0
83,./annot_2000_no_politics/Ez0wxs_WEAQ2N1f.jpg,0,0,0,0,0,0
83,./annot_3000_hate/EfbPlPOWAAEj3NC.jpg,1,0,0,0,0,0
84,./annot_2000_no_politics/EVFaGgSWoAAQpJn.jpg,0,0,0,0,0,0
84,./annot_3000_hate/Egc9E8uWsAIddR3.jpg,1,0,0,0,0,0
85,./annot_3000_hate/EeXeythXoAAWEFh.jpg,0,0,0,0,0,0
85,./annot_2000_no_politics/EVeXkl6UYAEDpF1.jpg,0,0,0,0,0,0
86,./annot_2000_no_politics/EfPuWvZWAAIhhuj.jpg,0,0,0,0,0,0
86,./annot_3000_hate/EP26bo1X0AIHwXH.jpg,1,0,0,0,0,0
87,./annot_3000_hate/EUoZHiJWoAMMBpD.jpg,1,0,0,0,0,0
87,./annot_2000_no_politics/EegRE0BWkAcHkzF.jpg,0,0,0,0,0,0
88,./annot_2000_no_politics/EpRy-jxXYAAYzDo.jpg,0,0,0,0,0,0
88,./annot_3000_hate/EQCJ13pXkAAab89.jpg,0,0,0,0,0,0
89,./annot_3000_hate/EoyOQL4XEAEM2Co.jpg,0,0,0,0,0,0
89,./annot_2000_no_politics/EUrC8SkUMAAX1s9.jpg,0,0,0,0,0,0
90,./annot_2000_no_politics/EyzQLwkXIAkjtlG.jpg,1,0,0,0,0,0
90,./annot_3000_hate/Eux07aTXYAAFC5C.jpg,0,1,0,0,0,1
91,./annot_2000_no_politics/EfKG2VjXgAAJQQd.jpg,1,0,0,0,0,0
91,./annot_3000_hate/EWad6GuUEAAx4V_.jpg,0,0,0,0,0,0
92,./annot_2000_no_politics/EVWhpADWsAEL7Mj.jpg,0,0,0,0,0,0
92,./annot_3000_hate/EpE-njlW4AQWKaX.jpg,0,0,0,0,0,0
93,./annot_2000_no_politics/EegIrKFXYAIr2ps.jpg,0,0,0,0,0,0
93,./annot_3000_hate/EU8sK5yWoAIunB5.jpg,0,0,0,0,0,0
94,./annot_2000_no_politics/Ep1jn2wXIAIvE2h.jpg,0,0,0,0,0,0
94,./annot_3000_hate/EeUetpwXYAAkEej.jpg,1,0,0,0,0,0
95,./annot_3000_hate/EVK1ceTU8AA1vV8.jpg,0,0,0,0,0,0
95,./annot_2000_no_politics/EV_tR_WXkAAvt2-.jpg,0,1,0,0,0,1
96,./annot_3000_hate/EPuxXxHXUAAyguV.jpg,0,0,0,0,0,0
96,./annot_2000_no_politics/EeZrIUYWAAAh86x.jpg,0,0,0,0,0,0
97,./annot_3000_hate/EqgrW0tXMAgExSy.jpg,0,0,0,0,0,0
97,./annot_2000_no_politics/EesqWb1X0AAabgk.jpg,1,0,0,0,0,0
98,./annot_3000_hate/EewFEiOWoAA_KPg.jpg,0,0,0,0,0,0
98,./annot_2000_no_politics/EeWy7eKXgAIJyKM.jpg,0,0,0,0,0,0
99,./annot_2000_no_politics/EekktLaU0AERnCx.jpg,0,0,0,0,0,0
99,./annot_3000_hate/EfQ3cLMUYAA9yvv.jpg,0,0,0,0,0,0
100,./annot_3000_hate/EgjbBbIWkAAinJO.png,1,0,0,0,0,0
100,./annot_2000_no_politics/EUxrZSeXQAAzzO7.jpg,1,0,0,0,0,0
101,./annot_2000_no_politics/EprJmYpU0AAfO-S.jpg,0,0,0,0,0,0
101,./annot_3000_hate/EWoy7nlWoAAiZTS.png,0,0,0,0,0,0
102,./annot_3000_hate/EejImVLU8AA-byi.jpg,0,0,0,0,0,0
102,./annot_2000_no_politics/EWxJIG1XgAUqZ6x.jpg,0,0,0,0,0,0
103,./annot_2000_no_politics/EuFGX8eXEAEtKBt.jpg,1,0,0,0,0,0
103,./annot_3000_hate/EgKRB0cWAAIFF-p.jpg,0,0,0,0,0,0
104,./annot_2000_no_politics/EU6Red0UwAINz7Q.png,0,0,0,0,0,0
104,./annot_3000_hate/EWaInCyX0AcnyI5.jpg,0,0,0,0,0,0
105,./annot_2000_no_politics/EoruMp-VEAAUoUY.jpg,0,0,0,0,0,0
105,./annot_3000_hate/EtXaqFSU0AAu6at.jpg,1,0,0,0,0,0
106,./annot_3000_hate/EfM7O9fXgAEfZ4T.jpg,0,0,0,0,0,0
106,./annot_2000_no_politics/EtYe-pdXIAEpQue.jpg,0,0,0,0,0,0
107,./annot_2000_no_politics/EgFOZFXUMAAyyUm.jpg,0,0,0,0,0,0
107,./annot_3000_hate/EuOby7mVIAARbtq.jpg,0,0,0,0,0,0
108,./annot_3000_hate/EVPjlQqU8AEuqxr.jpg,1,0,0,0,0,0
108,./annot_2000_no_politics/EVJ5u0MUcAAbYP5.jpg,0,0,0,0,0,0
109,./annot_2000_no_politics/EqXTl75XUAAIzKk.jpg,0,0,0,0,0,0
109,./annot_3000_hate/Eev6HyIXoAI3XAy.jpg,0,0,0,0,0,0
110,./annot_2000_no_politics/EzNanmEVgAQitS_.jpg,0,0,0,0,0,0
110,./annot_3000_hate/EyTNBKIXAAQLnVW.jpg,0,0,0,0,0,0
111,./annot_2000_no_politics/EtP-D9NWgAAlu8c.jpg,0,0,0,0,0,0
111,./annot_3000_hate/EV1nPPjWsAAT5AQ.jpg,0,0,0,0,0,0
112,./annot_3000_hate/EoW9rJLXcAASPLi.jpg,0,0,0,0,0,0
112,./annot_2000_no_politics/ERg-iH3UEAAkvyi.jpg,0,0,0,0,0,0
113,./annot_2000_no_politics/EglmQygXYAEI_Bd.jpg,1,0,0,0,0,0
113,./annot_3000_hate/EevqLnVXkAAOv4K.jpg,0,0,0,0,0,0
114,./annot_2000_no_politics/EyM5nvIXIAYKAIt.jpg,0,0,0,0,0,0
114,./annot_3000_hate/EVeBKyuU8AALCq6.jpg,0,0,0,0,0,0
115,./annot_2000_no_politics/EuVdy6iVoAUYPZh.jpg,0,0,0,0,0,0
115,./annot_3000_hate/Ee3FEsDUEAIM5s3.jpg,0,0,0,0,0,0
116,./annot_3000_hate/EWFPQorUYAIRixn.jpg,0,0,0,0,0,0
116,./annot_2000_no_politics/EVQKBTsUEAEcmUP.jpg,1,0,0,0,0,0
117,./annot_3000_hate/Eu18o5SXEAciO4N.jpg,0,0,0,0,0,0
117,./annot_2000_no_politics/EeskBT8WoAI46X8.jpg,0,0,0,0,0,0
118,./annot_2000_no_politics/EgmcPEPXYAEsSi_.jpg,0,0,0,0,0,0
118,./annot_3000_hate/EVQadXZU0AI3zz6.jpg,0,0,0,0,0,0
119,./annot_3000_hate/EgdzmxSVgAA-o5J.jpg,0,0,0,0,0,0
119,./annot_2000_no_politics/EWOqCUeWkAAy9Eo.jpg,0,0,0,0,0,0
120,./annot_2000_no_politics/EQG9pisXkAARkq9.jpg,1,0,0,0,0,0
120,./annot_3000_hate/EuBxqanUUAEszQv.jpg,1,0,0,0,0,0
121,./annot_2000_no_politics/Ep3Q796UcAIUmeO.jpg,0,0,0,0,0,0
121,./annot_3000_hate/EWEBa67XsAAGZWN.jpg,1,0,0,0,0,0
122,./annot_2000_no_politics/EQD53bzX0AIqsbY.jpg,0,0,0,0,0,0
122,./annot_3000_hate/EqeOTmpXcAIoBC9.png,0,0,0,0,0,0
123,./annot_2000_no_politics/EVf1VieX0AA0MiH.jpg,0,0,0,0,0,0
123,./annot_3000_hate/EfozPWlU4AI1yGj.jpg,0,0,0,0,0,0
124,./annot_3000_hate/EzXNcvEVEA0lxtQ.jpg,0,0,0,0,0,0
124,./annot_2000_no_politics/Ef5glQ0WAAMA8F-.jpg,0,0,0,0,0,0
125,./annot_3000_hate/Ee-l6nXX0AAQhYR.jpg,0,0,0,0,0,0
125,./annot_2000_no_politics/EQ-KkviWkAAoT2W.jpg,0,0,0,0,0,0
126,./annot_2000_no_politics/E0LaJ4NWQAEMh_m.jpg,0,0,0,0,0,0
126,./annot_3000_hate/EgpDVacUMAA94AX.jpg,1,0,0,0,0,0
127,./annot_2000_no_politics/EWybBJIU4AAlPTE.png,1,0,0,0,0,0
127,./annot_3000_hate/EubxVVbXUAAsDvE.jpg,0,0,0,0,1,1
128,./annot_3000_hate/EpQSfrTVgAMMbwG.jpg,0,0,0,0,0,0
128,./annot_2000_no_politics/EzYLdNzUUAEUIv5.jpg,0,0,0,1,0,1
129,./annot_2000_no_politics/EWMEJf4U0AECNqy.jpg,0,0,0,0,0,0
129,./annot_3000_hate/Ex5mRi6W8AAMAdP.jpg,0,0,0,0,0,0
130,./annot_3000_hate/EobvA6iVgAEORKR.jpg,0,0,0,0,0,0
130,./annot_2000_no_politics/EpSG4JmVQAIa-AW.jpg,0,0,0,0,0,0
131,./annot_2000_no_politics/EfgsOTmWoAAy0Ry.jpg,1,0,0,0,0,0
131,./annot_3000_hate/EWZ0KwQUwAARojT.jpg,1,0,0,0,0,0
132,./annot_2000_no_politics/EpjKRj7XEAAuxGF.jpg,0,0,0,0,0,0
132,./annot_3000_hate/EfK9J_XXgAQQKmp.jpg,0,0,0,0,0,0
133,./annot_2000_no_politics/EVd0vcsXYAAGxUS.jpg,0,0,0,0,0,0
133,./annot_3000_hate/EgdqLRaWsAI9oAd.jpg,0,0,0,0,0,0
134,./annot_2000_no_politics/EWjn9p7XQAAbEsp.jpg,0,0,0,0,0,0
134,./annot_3000_hate/EyMsO8tUcAIESho.jpg,1,0,0,0,0,0
135,./annot_3000_hate/EWln7FxXYAABPss.jpg,0,0,0,0,0,0
135,./annot_2000_no_politics/EumWiFvVoAMno4g.jpg,1,0,0,0,0,0
136,./annot_3000_hate/EecvQi2X0AAkadO.jpg,0,0,0,0,0,0
136,./annot_2000_no_politics/EzwF7gXWYAEFCph.jpg,0,0,0,0,0,0
137,./annot_2000_no_politics/EfoScx2XsAI5DeC.jpg,0,0,0,0,0,0
137,./annot_3000_hate/Ef2ueo1XkAA9_KK.jpg,0,0,0,0,0,0
138,./annot_3000_hate/EuhAXbTXcAAd-IR.jpg,0,0,0,0,0,0
138,./annot_2000_no_politics/Et0NL4BWQAATbKp.jpg,1,0,0,0,0,0
139,./annot_3000_hate/EpXm_mOW8AAGujY.jpg,0,0,0,0,0,0
139,./annot_2000_no_politics/Eo3-jljXUAUiOv6.jpg,0,0,0,0,0,0
140,./annot_3000_hate/EPuHY-YWoAA8Ml0.jpg,0,0,0,0,0,0
140,./annot_2000_no_politics/EgblbOVWsAA6JPf.jpg,0,0,0,0,0,0
141,./annot_2000_no_politics/EWKrpO_WsA0WzGF.jpg,1,0,0,0,0,0
141,./annot_3000_hate/EVsLJygUMAEvYyF.jpg,0,0,0,0,0,0
142,./annot_2000_no_politics/EVMex7IVAAAQpRH.jpg,0,0,0,0,0,0
142,./annot_3000_hate/EoZmWNAWEAQZLU1.jpg,1,0,0,0,0,0
143,./annot_3000_hate/EVcEEQ0WkAANAsd.jpg,0,0,0,0,0,0
143,./annot_2000_no_politics/Ey28EyNVgAQ0CGv.jpg,0,0,0,0,0,0
144,./annot_2000_no_politics/EVxbhoMXQAIvX60.jpg,0,0,0,0,0,0
144,./annot_3000_hate/EokaYBLW8AAAqyR.jpg,1,0,0,0,0,0
145,./annot_2000_no_politics/EV-WQ8SWsAMP934.jpg,0,0,0,0,0,0
145,./annot_3000_hate/EUvABURXQAAKjNr.jpg,1,0,0,0,0,0
146,./annot_2000_no_politics/EgI-ZrKUEAACSCO.jpg,0,0,0,0,0,0
146,./annot_3000_hate/EfMNYtPWkAMgKPp.jpg,0,0,0,0,0,0
147,./annot_3000_hate/EqfU9rGXAAESd0s.jpg,0,0,0,0,0,0
147,./annot_2000_no_politics/EyMsO8tUcAIESho.jpg,1,1,0,0,0,1
148,./annot_2000_no_politics/EWUo44XX0AI9vhq.jpg,0,0,0,0,0,0
148,./annot_3000_hate/Ef3POztWkAAfgS7.jpg,0,0,0,0,0,0
149,./annot_2000_no_politics/EtfKVYOUUAITcBc.jpg,0,0,0,0,0,0
149,./annot_3000_hate/EoWtpmTWEAEnV2r.png,0,0,0,0,0,0
150,./annot_2000_no_politics/EWyDMA-WkAE-BtZ.jpg,0,0,0,0,0,0
150,./annot_3000_hate/EefnHnIXkAI3a95.jpg,1,0,0,0,0,0
151,./annot_2000_no_politics/EWQCsBvU4AAwuK5.jpg,1,0,0,0,0,0
151,./annot_3000_hate/ERFGpsfWoAEv55d.jpg,0,0,0,0,0,0
152,./annot_2000_no_politics/EWi3tIaWoAEtZ6y.jpg,1,0,0,0,0,0
152,./annot_3000_hate/Ef36RemVoAAP6hI.jpg,0,0,0,0,0,0
153,./annot_2000_no_politics/EgoD-FeXcAccMLD.jpg,0,0,0,0,0,0
153,./annot_3000_hate/Efwc7K7WkAEV5fX.jpg,0,0,0,0,0,0
154,./annot_2000_no_politics/EyUmYAaWEAQsFBq.jpg,1,0,0,0,0,0
154,./annot_3000_hate/Ez4bczMWYAEDs8a.jpg,0,0,1,0,0,1
155,./annot_3000_hate/EgEv6SzX0AAwBmJ.jpg,0,0,0,0,0,0
155,./annot_2000_no_politics/EfAGhDPUMAE6jQW.jpg,1,0,0,0,0,0
